,sentence,sentiment
1761,the interim report for the first quarter is published on may,neutral
1762,agricultural newspaper had readers representing a decrease of,negative
1763,finnish a systems supplier and contract manufacturer to the communications sector and the electronics industry reports its net sales totalled mn in the first half of down from mn in the first half of,neutral
1764,the group s net sales in were m,neutral
1765,the unit s clients are mainly in the field of specialist convenience goods as well as in the textile shoe and furniture businesses,neutral
1766,mr mcdonald started the evening with his own set featuring hits from his solo career and his brothers years and a selection of cover songs that met with mixed results,neutral
1767,based in designs antennas for portable wireless devices,neutral
1768,philippines san miguel says to partner with if it bids for,positive
1769,a high court in finland has fined seven local asphalt companies more than lion million for operating a cartel,negative
1770,net profit fell by almost half to million from million at the end of,neutral
1771,and under pressure along with the market however there were bullish options trades in both this morning,neutral
1772,stock fell percent to euro in early afternoon trading in helsinki,neutral
1773,helsinki said it has agreed to sell bv its dutch machinery and equipment rental unit to for an undisclosed sum,neutral
1774,the stock rose for a second day on wednesday bringing its rise to or,positive
1775,the share capital of alma media corporation business id is and it is divided into shares,neutral
1776,the port facilities throughput is and tons of general cargo,neutral
1777,investments are not disclosed,neutral
1778,operating profit excluding nonrecurring items increased by to mn from mn in the corresponding period in,positive
1779,at the end of march the company s loans amounted to mn,neutral
1780,the value of the order is about mn,neutral
1781,the market making in accordance with the agreement will begin on september,neutral
1782,fb popping up to hod,positive
1783,i am very pleased and proud of our performance last year chief executive juha said in a statement,positive
1784,the order includes a steel frame roof structures and partition wall elements and said it expects to complete installation as early as may next year,neutral
1785,the shares subscribed for under the stock options were registered in the trade register on january as of which date the new shares will establish shareholder rights,neutral
1786,the identity of the buyer is not yet known,neutral
1787,finnish bank of land s consolidated net operating profit increased from mn in the first quarter of to mn in the first quarter of,positive
1788,rt a close above here is looking good for the bulls will hold my positions to see where we close at keep buying here,positive
1789,under the contract and its subcontractor ab will provide all scaffolding installations at s new pellets plant in in northern sweden,positive
1790,the copying republication or redistribution of news content by framing or similar means is expressly prohibited without the prior written consent of news,neutral
1791,it makes a wide range of mobile devices with services and software that enable people to experience music navigation video television imaging games and business mobility,neutral
1792,expects resilient demand to withstand security fears,positive
1793,rt jan arna dont think buyout rumor strong enough too be driving this up just it is this may fly like fly how high,neutral
1794,at now awful down from,negative
1795,the secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar,neutral
1796,the broker started and with recommendations and and with underweight ratings,neutral
1797,operating profit margin was compared to a year earlier,neutral
1798,the markets are almost completely controlled by three banks op bank group and,neutral
1799,net profit fell by almost half to million from million at the end of,negative
1800,eq bank forecasts s net sales at mn in the second quarter of and operating profit at mn,neutral
1801,head of mobility services at has forecast that mobile data volume on the network in sweden will rise eightfold to tb by,positive
1802,brewery based in the region reported a decrease in output to million decaliters in a representative in the administration of the company told,neutral
1803,the bridge will be built to the south of the existing bridge spanning the strait,neutral
1804,the deal will have no significant effect on the acquiring company s equity ratio,neutral
1805,risk exposure by nonlife insurance moving month expenses by function in nonlife insurance excluding expenses for investment management and expenses for other services rendered nonlife insurance investment portfolio by allocation,neutral
1806,the company is also featured in the pioneer investment register and included in s global list of the world s most sustainable corporations,positive
1807,the value of the agreement is over mn a year,neutral
1808,cuts budget plans to divest from,negative
1809,cash flow from business operations totalled mn compared to a negative mn in the first half of,positive
1810,compared with the index which rose points or on the day this was a relative price change of,positive
1811,at the moment is not worried but if the ban continues for long it may become quite a problem,negative
1812,zurich insurance considering offer for rival insurance,positive
1813,after buying car carriers percent stake group is now the sole owner of the swedish port of,neutral
1814,oy is a finnish infrastructure and construction service company building maintaining and designing traffic routes industrial and traffic environments but also complete living environments,neutral
1815,alexandria va march salmi and hanna both of finland and of ii finland have developed an ornamental design for a handset the us patent trademark office announced,neutral
1816,it will also strengthen s offshore business,positive
1817,the handset maker did not disclose any financial details,neutral
1818,the plant is expected to start production in the first half of,neutral
1819,the restructuring creates a more efficient organization with increased operational focus and stable profitability and leads to more efficient production said bo head of specialty stainless,positive
1820,the electricity requirement of networks will grow with the new mobile generation,neutral
1821,order intake on the other hand is expected to be stronger than in,positive
1822,net profit in the three months through march fell to million us million from million a year earlier the finnish company said,negative
1823,chs expo freight is a major finnish fair exhibition and culture logistics company that provides logistics services to various events by land air and sea,neutral
1824,no changes regarding the oy ab s ownership of shares of has taken place,neutral
1825,announced today may that its subsidiary software solutions as has agreed to sell its share of north america to a holding as an investment group based in norway,neutral
1826,operating profit totalled mn up from mn in representing of net sales,positive
1827,finnish power supply solutions and systems provider said its net loss widened to euro for the first quarter of fiscal ending october from euro for the same period of fiscal,negative
1828,long for a trade,positive
1829,the terms and conditions of stock option scheme are available on the group s,neutral
1830,net sales grew in the period to million us million from million in,positive
1831,operating margin however slipped to from dragged down by a poor performance in enterprise solutions,negative
1832,trading under the name a former brand the company has been s partner in supplying systems particularly for the commercial and industrial building sector in the and internationally,neutral
1833,dolce has asked the european union to declare corporation s floral pattern trademark invalid in a continuing dispute between the two companies,neutral
1834,electronic versions require hours as each copy is customized to the client with digital controls and custom watermarks,neutral
1835,the contract covers the supply of temporary heating equipment for s new pellet plant in in northern sweden,neutral
1836,latin america currently accounts for approximately of sales at finnish and vas supplier for operators company president and told,neutral
1837,operating profit was mn up from mn,positive
1838,cash flow from operations totalled mn compared to a negative mn in the second quarter of,positive
1839,her present position is the director of s international department stores,neutral
1840,juniper tumbles on q warning cisco also lower,negative
1841,finnish is selling its precision tube and automotive component processing unit carl in germany to german industries,neutral
1842,forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests,neutral
1843,the products have a low salt and fat content,neutral
1844,update rejects ab takeover approach,positive
1845,announcement december at pm pursuant to s stock option program new shares of the company have been subscribed since october with stock options b,neutral
1846,the new units should become one of the largest ones within the company,neutral
1847,in this case the effect would be negative in finland,neutral
1848,prices and delivery volumes of broadband products decreased significantly in,neutral
1849,china maker china car sales also may feed off momentum run lately,positive
1850,according to the present cooperation is beneficial to all parties however,positive
1851,cash flow from operations rose to mn from mn in,positive
1852,brands report net sales of mn up from mn,positive
1853,the annual report contains the financial statements the consolidated financial statements the report by the board of directors and the auditor s report,neutral
1854,will also move s service and installation business under the same roof with its service center for and solutions in,neutral
1855,the company s board of directors would propose a dividend of per share for,neutral
1856,on the other hand finnish sawmills production has decreased even more,neutral
1857,this new deal has strengthened the partnership from and which it has started since the beginning of s prepaid operations,positive
1858,leads leap in marks spencer drops,positive
1859,communications security corporation is headquartered in helsinki finland,neutral
1860,rising costs have forced packaging producer to axe jobs at its hampshire manufacturing plant,neutral
1861,the company designs manufactures and markets advanced composite products for industrial applications and consumer goods such as alpine and nordic walking poles sticks and antenna radomes,neutral
1862,s that is made in sweden holds of the market,neutral
1863,thus the group s balance sheet will have about m in goodwill for the company added,neutral
1864,said the strike would be extremely damaging as some participants and reporters begin to arrive in finland for the eu summit with russian president vladimir in about kilometers miles north of helsinki,neutral
1865,border guard service has banned the mooring of the company ferry on its test travel at the terminal of the russian port as the border checkpoint is not yet ready,negative
1866,financing of the project will come mainly from china,neutral
1867,the purchase of the operations is part of s strategy to expand its offering of building system services geographically,positive
1868,the finnish government announced wednesday that it sold a percent stake in chemicals and fertilizer group for million us million sending the company s share price up percent,positive
1869,the fair value of the company s investment properties went down to bn at the end of september from bn a year earlier,negative
1870,has generated seventeen consecutive quarters of positive cash flow from operations,positive
1871,fell percent to euros the biggest fall since june,neutral
1872,capman said the deal s effect on its cash flow for totals m but the transaction would not affect its financial results for as it was executed at fair value,neutral
1873,sells tires for cars and trucks as well as a range of other car parts and provides maintenance services,neutral
1874,patrick will also continue being responsible for innovation and health safety and environment functions of corporation,neutral
1875,founded in strand associates which provides civil environmental transportation electrical and mechanical engineering services has employees at offices in wisconsin alabama illinois indiana kentucky and ohio,neutral
1876,royal mail share price rallies amid positive broker comments,positive
1877,shares of standard chartered stan rose in the while royal bank of scotland shares rose and shares were up,positive
1878,for the purposes of the possible acquisition would establish a subsidiary in poland,neutral
1879,its main business area the glass machinery group of technologies is the global market leader in glass processing machines,positive
1880,operating profit fell to mn from mn in the second quarter of,negative
1881,lithuanian beer makers sold million liters of beer in a rise of per cent from the figure of million liters,positive
1882,the negotiations were carried out in a constructive manner and all parties tried to find a solution to the situation,positive
1883,as a result the company currently anticipates net sales to increase and the operating result to be positive,positive
1884,the company confirmed its estimate for lower revenue for the whole than the m as given in the interim report on august,negative
1885,the company s model is based on developer contracting construction projects and customer focused project management,neutral
1886,the that was en route from the finnish port of to stockholm got stuck in ice already around pm on wednesday and the regal star s journey from the swedish port of to in northwestern estonia was cut short at am on thursday,negative
1887,operating loss amounted to mn compared to a profit of mn in the second quarter of,neutral
1888,finnish a systems supplier and contract manufacturer to the communications sector and the electronics industry reports net sales of mn in the first quarter of which are only a per cent smaller than in the corresponding period in,neutral
1889,the sale will result in a capital loss of for which obtained shares in march,negative
1890,price talk is in the swaps plus bps area and the leads are and,neutral
1891,speaking to today a spokesperson for said we have performed very well in all four countries we operate in namely finland estonia latvia and lithuania,positive
1892,it is planned to set up the a class business center in the two top storeys of the complex,neutral
1893,sell short position on for profit,positive
1894,commented on its time to embrace dividend growth wyn,positive
1895,dos santos agree on plan for bpi angola exposure,positive
1896,will provide a new data warehouse and reporting solution behavioural scoring system supporting operational decision processes and data migration from old legacy systems to the new system,neutral
1897,if you need removal tools type the of your vendor of choice directly into the browser bar and use links on their wrote trend micro s rik ferguson on monday,neutral
1898,however the growth margin slowed down due to the financial crisis,negative
1899,increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan,neutral
1900,the share subscription period for c options will commence on september and expire on march,neutral
1901,the device can also be used for theft protection and positioning of vehicles boats and other assets,neutral
1902,cohen steers inc shares representing of the share capital and voting rights,neutral
1903,slams founder for going public is taking legal advice over letter about contractual,negative
1904,total operating revenue grew by to,positive
1905,shares hit record on shire takeover talk,positive
1906,due to rapid expansion the market share of in terms of passenger carriage through port of totaled percent in november against percent in november,positive
1907,based on strong customer interest and feedback using rpm mobile phone manufacturers operators enterprises and developer forums can significantly increase their product and service quality and continues,positive
1908,is a service company specialising in construction machinery and equipment rental and services as well as rental and sale of modular space,neutral
1909,finnish electronics contract manufacturer reports net sales of mn in the second quarter of down from mn a year earlier,negative
1910,thus the group s balance sheet will have about m of goodwill the company added,neutral
1911,a total of mn passenger ship journeys took place in the northern baltic sea in slightly down from mn in,negative
1912,among the scandinavian companies present in st petersburg is also named the swedish concern which implements projects in the field of asphalt production road and housing construction project swedish krona,neutral
1913,long into earnings looks good over,positive
1914,operating loss totalled mn down from a profit of mn,negative
1915,update pricey beers lift quarterly underlying sales,positive
1916,operating loss of the pulp paper machinery unit was over mn in september august compared to a profit of mn a year earlier,neutral
1917,ruling sets lower limit on potential fine for bp,negative
1918,major order in india corporation has received a significant order for mediation and provisioning solutions being used by a leading operator in india,positive
1919,systems inc position increased by,positive
1920,s subsidiary aero as carried passengers a decline of on routes between helsinki and the baltic capitals and within southern finland,negative
1921,also construction expenses have gone up in russia,negative
1922,november finnish office furniture maker hel maras said today that it will make redundant three people and other nine will be laid off permanently from the company s office staff and factory workers,negative
1923,local government commissioner of ml kurt says he will contact the management of finnish company to find out if there are any alternatives to the company s decision to close down its plant in ml,neutral
1924,as a result of the share issue the number of the company s shares increases by shares and the share capital by a total of,neutral
1925,capman has six investment areas capman buyout capman technology capman life science capman russia capman public market and capman real estate and each of them has a dedicated team and funds,neutral
1926,combined net sales in were million and was million,neutral
1927,group has closed seven franchising sports stores nike in russia,neutral
1928,our key geographical markets are europe russian federation and japan,neutral
1929,in the group s sales totalled mn which was a drop of from the same period of,neutral
1930,finnish diversified holding company said on september that it will sell the finnish tape business of its unit to local oy ab,neutral
1931,phew so far good did not break coz i was told that is key support level,positive
1932,uncommonly weak snow conditions in nearly every market have affected our first quarter result chief executive roger said,negative
1933,stock gaining steam plus other notable moves from this week,positive
1934,the value of the order is mn,neutral
1935,it will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance,positive
1936,thanks to his wide contact network and good knowledge of market and business environment he will give a great contribution to the further development of our indian operations tells s president,positive
1937,the restructuring measures will not affect the production of packaging printing material,neutral
1938,the serial bond is part of the plan to refinance the credit facility,neutral
1939,net cash flow from operating activities was a negative mn compared to mn in the corresponding period in,negative
1940,it is now the leading private road ambulance service company in finland,positive
1941,share total value of company after crunching s the g technology is their diamond in the rough,positive
1942,operating loss landed at including and at excluding,neutral
1943,higher from here,positive
1944,of the sales price a sales gain of some euro will be recognized in s earnings for,positive
1945,adp news apr finnish business information systems developer hel said today its net loss widened to for the first quarter of from for the same peri,neutral
1946,mr lee said he hoped that s move will pave the way for more collaboration projects between our two countries,positive
1947,corporation wants a new and better frequency for the helsinki metropolitan area,neutral
1948,our aim is to understand different traffic patterns based on the use of each building,neutral
1949,the newly created position has been established to strengthen sports management in strategic planning and execution,positive
1950,finnish airline is starting the temporary layoffs of cabin crews in february,negative
1951,pretty bullish for now from a perspective its got a good chance of maybe sliding back to stocks investing,positive
1952,the operating profit for grain trading increased to mn from mn in,positive
1953,export declined by percent to million liters,neutral
1954,is operating a retail chain of stores controlled by finnish nonfood center ky oy and oy,neutral
1955,the uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals,neutral
1956,the parties have agreed not to disclose the transaction value,neutral
1957,s electronics manufacturing services ems business segment serves customers globally in engineering manufacturing and fulfillment services,neutral
1958,says breakup will cost billions but sees savings too,negative
1959,entering long martin at thursdays open,positive
1960,sds picking up some speed may calls now next week calls c,positive
1961,the business idea of budget sport is to offer customers a wide range of sports equipment and clothing at low prices the company said,neutral
1962,the joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms,neutral
1963,attributes the significant drop to problems with the booking system that was taken into operation in october the sale of trailer ferry sky wind and the route between stockholm and riga which has won passengers from the route,negative
1964,profit for the period was mn down from mn in,negative
1965,the company s share is listed in the mid cap segment of the helsinki,neutral
1966,net income from life insurance doubled to mn from mn and net income from nonlife insurance rose to mn from mn in the corresponding period in,positive
1967,breakout thru upper head res short squeeze in progress nr term obj stop loss,positive
1968,not dipping testing the day ma,positive
1969,systems corp their madison square garden division owns and operates the new york knickerbockers basketball team they also own the madison square garden arena the new york rangers hockey team the new york liberty women s basketball team and the hartford wolf pack hockey team,neutral
1970,production at the plant will be based on oil s proprietary technology that can use a flexible input of any vegetable oil or animal fat,neutral
1971,as a part of the business promise the e has been equipped with a variety of email solutions in a small and stylised package said dave general manager enterprise solutions,neutral
1972,piper raises pt i remain long,positive
1973,long,positive
1974,the site and flagship will be managed by north america retail a subsidiary established in the us last year,neutral
1975,boomerang boats had net sales of mn and it made an operating profit of mn in,neutral
1976,the shipyard hopes the regional government in can offer its some form of financial support,neutral
1977,cents the profile contains business operations the company history major products and services prospects key competitors structure and key employees locations and subsidiaries,neutral
1978,long setup watch for continuation and volume expansion here hot sector,positive
1979,following the the vice president of the group s pharmaceutical trade in finland will be appointed managing director of in addition to his current responsibilities,neutral
1980,delivery is expected to take place later this month,neutral
1981,corporation stock exchange announcement april at pm invitation to a news conference on s interim report q will publish its interim report for on wednesday may,neutral
1982,two other sites will be included later on,neutral
1983,in the spring a total of stock options b were annulled,neutral
1984,the launch of the plant in june went well and it has been producing the advanced fuel for a couple of weeks,positive
1985,this time i think will miss again generally speaking market is near top when everyone thinks that market goes only up,negative
1986,owner ice considers offer for,positive
1987,steel maker hel said today it slipped to a net loss of million m for the first half of from a net profit of,negative
1988,there s the issue of thieves stealing them from building sites said mr smith,neutral
1989,it is necessary to strengthen the company s operations however,neutral
1990,le lay succeeds walter and will be based in finland,neutral
1991,files lawsuit against,negative
1992,profit before taxes amounted to mn down from mn a year ago,neutral
1993,ag s revenues were million with an of million,neutral
1994,the price will be specified at the completion date,neutral
1995,ethanol would be made from barley and production could start in,neutral
1996,sales in finland decreased by and international sales decreased by in terms of euros and by in terms of local currencies,negative
1997,the expansion aims to attract new customers both in finland and abroad,positive
1998,the order consists of capacity expansion maintenance services and new charging functionality the company said,neutral
1999,the layoff talks were first announced in august,neutral
2000,starting to creep up while spy sits near hod,positive
2001,and when it has lifted the veil on the various types of customer for which it designs its phones the result is social stereotyping taken to a fine art,neutral
2002,by implementing the software the finnish army aims to unify and improve its operations in these application areas software stated,positive
2003,each year personal entertainment plays a more significant role in determining whether a fitness facility s workout experience is pleasurable or a chore said brian wilson director of marketing for s entertainment services division,neutral
2004,wac trade continuing very nicely from yesterday almost up from yesterday entry deal pricing tonight looking very strong here spy,positive
2005,companies and have decided to dissolve the joint venture company scandic feed which was established to start local animal feed business and feed production in northwest russia,neutral
2006,april finnish machinery rental company hel said today it has acquired the assets of sector player a in the czech republic for an undisclosed sum,neutral
2007,according to capman s corporate governance the majority of the committees members shall be independent of the company,neutral
2008,the airline estimated that the cancellation of its flights due to the closure of european airspace and the process of recommencing traffic have caused a the company a loss of including the costs of stranded passengers accommodation,negative
2009,bac long this morning,positive
2010,financial statements include the consolidated financial statements of the group the board of directors report the auditors report and the corporate governance statement,neutral
2011,the company is involved in the the sale of financial products including insurance mortgages car and personal loans financial brokerage and equipment finance leasing,neutral
2012,the broker has initiated both ag and with buy recommendations with and price targets respectively,positive
2013,the most important export markets are norway germany russia and france,neutral
2014,in operating profit totaled mn,neutral
2015,previously delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators,positive
2016,group s net sales for were approximately million euros,neutral
2017,at the same time the market for automated liquid handling devices is already larger than that for pipettes according to,neutral
2018,revised its financial outlook based on its order book,neutral
2019,the bond with a maturity of five years is part of the bank s domestic bond program,neutral
2020,in the fourth quarter of net sales decreased to mn from mn in the fourth quarter of,negative
2021,the online ice chart shows no ice in the area of estonia s sea ports on the coast of the gulf of finland,neutral
2022,the money will be spent on strengthening the company s competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in russia the release says,positive
2023,the liquid handling segment offers laboratory equipment and accessories including mechanical and electronic pipettes and disposable tips used in the research institutions universities and hospitals as well as in the pharmaceutical food and other industries under the brand,neutral
2024,we are delighted to welcome to our board of directors said of networks,positive
2025,ab offers billion breakup fee,positive
2026,synergy benefits will start to materialise in the second quarter,positive
2027,pioneer library system was one of libraries municipalities arts culture and higher education and science organizations to have been awarded grants to participate in the big read the largest federal reading program in us history,positive
2028,names former farms to top post,positive
2029,finnish department store group is planning to acquire about mn through a directed issue and a rights offering,neutral
2030,the city will invite however a public procurement tender for the public furniture such as park benches litter receptacles public toilets as well as bus shelters street lights and other,neutral
2031,our decision and resolve on is only stronger she continued,positive
2032,according to the company is already negotiating new agreements,neutral
2033,provides summary of the medical equipment pipeline products that the company is developing,neutral
2034,attributes the significant drop to problems with the booking system that was taken into operation in october the sale of trailer ferry sky wind and the route between stockholm and riga which has won passengers from the route,neutral
2035,in sales decreased to mn from mn in,neutral
2036,section regional news the demand in s asian traffic measured in passenger kilometers was up in august compare to last year,positive
2037,operating profit excluding nonrecurring items totalled mn down from mn,negative
2038,s charger manufacturing plant in india is located in the park in the state of tamil in the eastern part of india,neutral
2039,its board of directors will propose a dividend of per share for up from the per share paid in,positive
2040,furthermore sales of new passenger cars and light commercial vehicles in the country declined by last month,neutral
2041,the program which was started in the summer of was originally estimated to last approximately two years,neutral
2042,the company recorded revenues of e million during the fiscal year ended december an increase of over,positive
2043,rally mode,positive
2044,exact flagged as strong on high volume,positive
2045,mt amazing seeing everyone suddenly touting long been favorite covered call double dip dividend play,positive
2046,fl group s private equity division manages all operating companies including group fl travel group bluebird and sterling,neutral
2047,finnish laboratory liquid handling and diagnostic test systems developer helsinki issued on tuesday june a profit warning for the financial year,negative
2048,the move is aimed at boosting sales and market share in finland,positive
2049,the company still expects its turnover in to slightly increase from the level of adding that market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year,positive
2050,helsinki financial shares closed little changed with and dropping sharply on disappointing reports,neutral
2051,this corresponds to percent of s share capital and voting rights,neutral
2052,the total restructuring costs are expected to be about mn of which mn was booked in december,neutral
2053,in the group s net interest income increased to mn from mn in,positive
2054,nov calls go long until exp unless europeans keeps around,positive
2055,as much biomass will be used as can be locally with the rest of the plant s fuel needs met by peat,neutral
2056,taking out the shorts here a punishing reminder not to spear the strongest in the herd,positive
2057,the company confirmed its estimate for lower revenue for the whole than the million m as given in the interim report on august,neutral
2058,residents access to the block is planned to be from street,neutral
2059,capman s first real estate fund which had a total investment capacity of euro million and closed in june invested in commercial properties in the helsinki metropolitan area,neutral
2060,the intent of the article was to focus attention on the fact that the development model that china had followed was very different than the model that india had followed,neutral
2061,the financial impact is estimated to be an annual improvement of m in the division s results as of fiscal year,positive
2062,the tanks will be delivered to a company which is currently building a chemical tank farm in antwerp northern belgium,neutral
2063,the value of the deal has not been disclosed,neutral
2064,for q consolidated earnings before tax totaled m compared to m and net profit was m compared to m in the previous year,positive
2065,the machine will have an annual production capacity of tonnes of magazine paper and other paper grades based on recovered fiber said,neutral
2066,bod was right to reject the offer that company is low because of the economy not because of any type of mismanagement or anything,neutral
2067,chief executive of print and also owner of the remainder of the company will keep his position after the acquisition,neutral
2068,the company turnover amounted to in,neutral
2069,device volume in the area decreased by to mn units,negative
2070,demand for fireplace products was lower than expected especially in germany,neutral
2071,some of the layoffs will be implemented using employment contracts,neutral
2072,capman with offices in helsinki stockholm copenhagen and oslo manages nordic buyout mezzanine technology life science and real estate funds with approximately bn in total capital,neutral
2073,operating loss totaled mn compared to a profit of mn,negative
2074,demand seems to have hit bottom now and some signs of improvement can be seen,positive
2075,apple expected to launch new today,positive
2076,wayne brands senior brand manager said we have launched this as we want to give something back to the community,neutral
2077,uncertainties still exist however,neutral
2078,operating profit decreased to mn from mn,neutral
2079,currently alfred a is putting the finishing touches to one of finland s biggest ever and bathroom refurbishment projects also in the district of,neutral
2080,the workforce will be reduced also in the amsterdam office in the netherlands,negative
2081,the company has exported into about twenty european countries as well as to africa,neutral
2082,we have analyzed bank sweden and found a business which fits well into said s chief executive peter in a statement,positive
2083,with the launch of new g handsets aims to become the winner in china s g market as it did in the g market,positive
2084,also has an executive committee in accordance with the company s articles of association that prepares proposals for matters to be decided or noted by the board of directors,neutral
2085,the deal means that ten persons in three countries will transfer to,neutral
2086,s present weather detector measures visibility up to km as well as precipitation type and intensity,neutral
2087,cash flow after investments amounted to down from,negative
2088,when the market forwards mature on may novator finland oy s direct in sports corporation will exceed of the company s shares and voting rights,neutral
2089,the report contains category level company and brand share as well as distribution share information for and,neutral
2090,china and the second largest mobile carrier in the country,neutral
2091,swings to loss on oils slump,negative
2092,operating loss amounted to mn in the first half of compared to a profit of mn in the first half of,negative
2093,the company has delivered the technical infrastructure used by nav for their data warehouse and business intelligence initiatives,neutral
2094,and specialty papers made by are used in a large variety of everyday products eg in filters wipes flooring labels and tapes,neutral
2095,said it won new orders worth during the quarter compared with a year earlier,positive
2096,will build commercial and residential in area,neutral
2097,in addition to supplying a new headbox and a modern sizing and coating unit group will provide erection supervision training and startup services,neutral
2098,october finnish environmental management company hel or lt said monday it expects its operating profit excluding nonrecurring items for the whole to be slightly lower than in,negative
2099,gs is looking weak while this market is moving higher not a good sign unless gs can get above early short below today,negative
2100,october finnish environmental management company hel or lt said today its net profit declined to m for the first nine months of from m for the same period a year earlier,negative
2101,announced the stock option scheme on december,neutral
2102,philip morris bat sue over law taking branding off packs,negative
2103,the other seats would go to edgar an american with experience of the clothing and retail industry and christian an austrian with experience in the winter sports goods business,neutral
2104,announced that it has signed an agreement with aker solutions of norway to supply suction anchors in september from its unit in finland,positive
2105,finnish financial software developer said today it will provide its invoice automation ia solution to an unnamed major retail company in the usa in a deal worth more than,positive
2106,poaches new chief operating officer paul from morgan chase,neutral
2107,operating profit fell from mn in the second quarter of to mn in the second quarter of,neutral
2108,the share subscription period for stock options a is between april and march,neutral
2109,the company is in the process of building a new fleet and has placed orders for tankers of dwt,positive
2110,the implementation of these programs has had and will have negative impacts on and earnings mr said,negative
2111,healthcare signs china manufacturing deal with,positive
2112,the ground barleycorn has been fully produced in finland and will be available in stores as of the beginning of,neutral
2113,fb bot some breakout from the consolidation zone d,positive
2114,saudi shell plan to break up divide up assets,negative
2115,ino up up and away,positive
2116,operating profit for the month period decreased from m while net sales increased from m as compared to,neutral
2117,finnish industrial group group helsinki said on friday november that its furniture business segment furniture has concluded personnel negotiations that were started at the end of september,neutral
2118,the right margin will be viewed separately in detail with every customer,neutral
2119,the group had an order book of mn at the end of,neutral
2120,in a separate announcement to the helsinki stock exchange atria revealed that the company s third quarter profits declined from m in the third quarter of last year to m in this year s q,negative
2121,stock jumps to new high for the year after upgrade,positive
2122,the transaction will take place without payment of merger consideration,neutral
2123,arm royalties accelerate as market regains strength,positive
2124,the company expects net sales to significantly increase from,positive
2125,the options might include a partial or total divestment of their in,neutral
2126,awarded contracts for personal care products,positive
2127,the terms and conditions of the year stock option scheme were published in a stock exchange release on march,neutral
2128,bxs announces extension of merger agreements with,positive
2129,nordic business report june corporation wins equipment order in australia m communications the finnish engineering and technology group corporation said on monday june that it has received a equipment order in australia,positive
2130,according to a report by finland s customers are interested in buying the company s products when it restarts production,positive
2131,spy bumping its head on declining daily ma as overhead resistance then the big brother ma just above that,negative
2132,an acquisition of would be france s biggest since its purchase of orange for billion billion and would create the world s company behind att inc communications inc and corp of japan,neutral
2133,the operating loss amounted to mn compared to a profit of mn a year earlier,neutral
2134,announcement share repurchase in the helsinki stock exchange now holds a total of shares including the shares repurchased on,neutral
2135,currently the company foresees its pretax profit to remain below the level when it reached compared with previous projections of a slightly better pretax profit,neutral
2136,in the reporting period stood at versus,neutral
2137,the met is located in the central business district of bangkok,neutral
2138,finnish shipping company pretax loss totalled mn in the third quarter of compared to a profit of mn in the third quarter of,neutral
2139,following last year s good profit development we have entered the current year in a good position,positive
2140,s rd organization comprises approximately people the company said,neutral
2141,the company s board of directors will propose a dividend of per share for at the annual general meeting scheduled to be held on march,neutral
2142,i am extremely delighted with this project and the continuation of cooperation with viking line,positive
2143,unit prices for straddle carriers vary between and the company added,neutral
2144,the bristol port company has sealed a one million pound contract with cooper specialised handling to supply it with four tonne reach stackers from,positive
2145,welcome,neutral
2146,s system features a new range of services for prepaid and postpaid billing charging and rating of voice calls data traffic or any kind of content services in both mobile and fixed networks,neutral
2147,the market share of volkswagen passenger cars in finland was percent had a market share of percent and seat s share was percent,neutral
2148,the proposal by the board of directors on the issuance of option rights will otherwise correspond to the proposal by the board of directors in the notice to the general meeting,neutral
2149,has generated four consecutive quarters of positive free cash flow,positive
2150,export accounts for about one tenth of the company s annual turnover of one billion kroons,neutral
2151,finnish electronics contract manufacturer had net sales of mn in the first quarter of down from mn a year before,negative
2152,of the company s net sales was acquired in finland in other european countries in asia and in the us,neutral
2153,profit for the period totalled mn down from mn in the third quarter of,neutral
2154,net interest income totaled mn compared to mn a year earlier,positive
2155,no financial details were revealed,neutral
2156,according to s managing director the project will stabilise costs and improve supply security,positive
2157,in a letter to economic affairs minister the listed estonian shipping company asks for the approval to be entitled to a cut in port fees in,neutral
2158,earnings per share in decreased to from in,neutral
2159,operating profit excluding nonrecurring items was million compared to million,neutral
2160,the building will house product development and test laboratories,neutral
2161,works employs of whom more than have been in the scope of the or temporary layoffs in period,negative
