,sentence,sentiment
946,the new b shares carry the right to dividend and other shareholder rights with effect from today,neutral
947,the objective of the st petersburg office is first to boost the company s maintenance business,neutral
948,the office space will rise above the remodeled cannon street underground station,neutral
949,the official opening of the office located in prague will be celebrated on may,neutral
950,the opportunity will be available only for few employees however,neutral
951,the order includes a steel frame roof structures and partition wall elements and said it expects to complete installation as early as may next year,neutral
952,the pulse oximeter is a common device to check patient saturation level and pulse rate,neutral
953,the plant would use palm oil certified by the roundtable on sustainable palm oil,neutral
954,the port operator however favors retaining the port fees in citing the owner the of estonia the port to pay mn mn mn in dividends to the state in and another mn in,neutral
955,the project is expected to be completed in,neutral
956,the reason for this is st petersburg status as a capital one of the participants in the meeting quoted as saying,neutral
957,the report goes on to provide detailed profiles of ten leading european specialty chemicals companies and brief profiles of other major players,neutral
958,the report profiles companies including many key and niche players worldwide such as black decker corporation corporation brands inc outdoor products inc group technologies inc the company and van group inc,neutral
959,the report profiles companies including many key and niche players worldwide such as black decker corporation corporation brands inc outdoor products inc group technologies inc the company and van group inc,neutral
960,the russian government will contribute of the necessary funds he said,neutral
961,the sale will allow to focus on its recently announced takeover of smithfield holdings the european unit of smithfield foods inc of the us,neutral
962,the scope of the project is to find the most method for phosphorous removal and to deliver the storing and dosing equipment which can be used in continuous operation at the plants,neutral
963,the server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones,neutral
964,the share of the share capital of both above mentioned shareholders remains below,neutral
965,the shares carry a right to dividend and other shareholder rights as from their registration with the finnish trade register,neutral
966,the shares shall be repurchased through public trading for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders,neutral
967,the shipyard hopes the regional government in can offer its some form of financial support,neutral
968,the subsidiary will be responsible for filter sales local assembly of filters and after market services in china,neutral
969,the total number of shares in the company will be group offers its customers comprehensive solutions in the environment,neutral
970,the total value of the project is valued at bn bn bn,neutral
971,the trade is in accordance with the agreement announced on march,neutral
972,the transaction is expected to be completed next spring,neutral
973,the trucks feature an eco drive system a fuel measuring tool which stores data particular to individual drivers,neutral
974,the writing and publication of s history is a continuation of earlier collaboration between and the company,neutral
975,these products include personal communications products such as mobile phones and their parts home communications products such as boxes and electronics for flat panel as well as communications networks products such as amplifiers and microwave systems,neutral
976,they re in a race with to get lots of users onto their service as social networking creates new business models said martin garner a analyst with insight,neutral
977,thus the group s balance sheet will have about m of goodwill the company added,neutral
978,to check them out or to make a bid they will be in the showroom fortitude valley,neutral
979,maintains its guidance for,neutral
980,utah s capital wanted to be the next us headquarters of sports corp a company,neutral
981,we are pleased to invite you to join s international conference call at pm,neutral
982,is preparing an appeal in the issue and has asked the court for clarification of the judgement,neutral
983,what would you like to see changed on s next attempt,neutral
984,when completed the meter watchtower will be the highest building in ireland,neutral
985,viking will pay million for the new ship which will be completed in january,neutral
986,designed by patricia burt this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes,neutral
987,you are warmly welcome,neutral
988,approval by shareholders of in accordance with finnish law,neutral
989,bank gave a neutral recommendation and a share price target of crowns euro on swedish lock maker ab,neutral
990,as defences mature attackers develop trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing screen shots video captures and injection of form fields,neutral
991,our aim is to understand different traffic patterns based on the use of each building,neutral
992,our approach is very much to only use raw materials that are produced in line with the principles of sustainable development,neutral
993,our was especially developed for use by communities and organizations,neutral
994,social networking and service trends comprise a significant share of the internet traffic today and are appealing to mid users,neutral
995,the is a great product,positive
996,the industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for service to your wireless handset he wrote,neutral
997,the intel atom processor has had tremendous success in the marketplace since its launch over years ago said director of global ecosystem programs for intel corp s ultra mobility group,positive
998,with this new version it is very important for us to introduce a bim process that is based on the detailed building information model,neutral
999,dinner the conference program can also be viewed as a live audio through the internet pages at,neutral
1000,a cut above bring the outdoors in with these coasters,neutral
1001,a downloadable instruction sheet instructional video and project ideas for the everywhere punch tm window system can be found at,neutral
1002,a plumbing business has announced it is sponsoring a professional darts player,neutral
1003,a le special was developed for the bicentenary of the company and the trade mark the brewer said,neutral
1004,estimations indicate that even up to different tablet computers or reading devices will be available in,neutral
1005,after piloting the instrument will be further developed according to the experiences gained,neutral
1006,another noticeable thing is that the search for and brands was mostly related to broadband connections,neutral
1007,has also investigated the sales opportunities of s electronics business,neutral
1008,at the beginning of the subscription period on may the share subscription price under b option right is per share,neutral
1009,back then s former owner finnish chemicals company hel distributed an stake to shareholders to facilitate the divestment and listing of,neutral
1010,based on negotiations with personnel some have indicated their willingness to move to the new location,neutral
1011,both mr and mr ignatius will be responsible also for the newspapers business result,neutral
1012,will continue to be responsible for the maintenance and technical development of the services,neutral
1013,changes to the models from the design were communicated to the subcontractors to accommodate them into the steel and glass reinforced concrete fabrication process,neutral
1014,currently builds a housing estate square metres in the city and a house square metres which will be completed at the end of,neutral
1015,customers in a wide range of industries use our stainless steel and services worldwide,neutral
1016,demonstrations of the broad capabilities of the mobility business suite will be organized during the world congress in barcelona from february th to th,neutral
1017,each option right entitles the holder to subscribe for one new share at a subscription price of during the subscription period which ends on december,neutral
1018,elite residence tower a new development by is located at the heart of marina,neutral
1019,europe needs new large paper machines,neutral
1020,wants to serve its industrial customers with individual products,neutral
1021,finnish bank bank hel said today that it will issue a million m bond viii research stars viii on october,neutral
1022,finnish retailer has won approval from the board of swedish rival for a public tender offer with the aim of expanding the companies presence in russia and other cee countries said monday,positive
1023,from to the far corners of the world was established in by a group of master builders in helsinki as a specialist business and subcontractor,neutral
1024,a developer of security solutions as a service through internet service providers and mobile operators announced results from its annual online wellbeing survey,neutral
1025,furthermore the company will sell the warehouse and office buildings in and saint marcel and lease new joint premises for these operations in,neutral
1026,ranked before local cooperative banks and in customer loyalty this time too however,positive
1027,he is resting comfortably and is looking forward to getting back to work,neutral
1028,if the employee leaves the company within the duration of the cover the money invested to ensure commitment is returned to the company,neutral
1029,in recorded revenue of approximately billion and had a staff of,neutral
1030,in accordance with the terms and conditions of alma media s option program the share subscription price for the a option rights was per share and the book countervalue per share,neutral
1031,in addition to supplying a new headbox and a modern sizing and coating unit group will provide erection supervision training and startup services,neutral
1032,in s vision the most important reason for the transaction is russia,neutral
1033,in stead of being based on a soft drink as is usual the energy drink is made with fresh water,neutral
1034,in the the merger of the businesses of the two is expected to be completed in early,neutral
1035,in the video above s design manager explains that the brands are a natural fit for each other because they both have a timeless style,neutral
1036,it also confirmed its earnings guidance for the whole issued in its report for the whole,neutral
1037,it is resin with real trebles and is cm long by cm deep from top to bottom of the middle hook,neutral
1038,it is part of the development of the magnetite deposit at which has the known potential for over million metric tons of annual processing of magnetite over its estimated year life,neutral
1039,it is the last running which is to be replaced with a joint project between intel and the open source community,neutral
1040,it operates under three distinct brands united supermarkets market street and united,neutral
1041,bank will publish its annual results for before markets open on thursday january,neutral
1042,london and european brokers recommendations issued today as collated by news from a range of market sources,neutral
1043,the fine print is here,neutral
1044,m and a master of business administration,neutral
1045,more than special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral
1046,ms will be responsible for s hr functions and for their development in all of the group areas,neutral
1047,new delhi july timo and of m real finland have developed novel markings and methods of producing the same,neutral
1048,siemens networks provides mobile and fixed network infrastructure communications and networks service platforms as well as professional services to operators and service providers,neutral
1049,of these shares are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to,neutral
1050,s scope of delivery covers the engineering supply of special equipment and services for a calcination plant with two circulating fluid bed,neutral
1051,s scope of delivery includes design basic engineering and supply of proprietary equipment for a sinter plant with a grate area of square meters,neutral
1052,participants at any of the book discussions or other special events or visitors to the car dealership were eligible to enter the drawing for the silver,neutral
1053,will become part of light meals unit,neutral
1054,pharmaceuticals czech republic this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in czech republic,neutral
1055,pharmaceuticals netherlands this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in netherlands,neutral
1056,pharmaceuticals poland this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in poland,neutral
1057,pharmaceuticals spain this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in spain,neutral
1058,product coverage baked goods biscuits breakfast cereals data coverage market sizes historic and forecasts company shares brand shares and distribution data,neutral
1059,quality chargers under brand are sold in selected retail stores and other sales locations worldwide,neutral
1060,corporation a leading fishing tackle and sporting goods manufacturer and distributor is the main owner of with its,neutral
1061,reporting in accordance with the merged business operations will start as of january,neutral
1062,has an agreement to transfer its stakes in and the five into the trust management of inter,neutral
1063,russia wants to utilise its huge forest reserves in a very different way from what has been done so far,neutral
1064,s group s loyal customer magazine came second with readers and corporation s daily newspaper was third with readers,neutral
1065,chief business excellence officer eng,neutral
1066,transferred the sale to a greater extent than last year to february and this is reflected on the january sales figures,neutral
1067,of the invention furthermore is the use of the cyclone for separating partly molten particles,neutral
1068,taking a cue from the playbook of the east lions we created a special team of style players such as jeans tummy tops and of course cowboy boots,neutral
1069,s defense business employs over persons and is located in finland,neutral
1070,will organize an information meeting for analysts and media at helsinki meeting room the same day at pm light lunch will be served,neutral
1071,the aim is to develop application solutions,neutral
1072,the annual general meeting approved a dividend of per share that is a total of million,neutral
1073,the annual general meeting approved that the yearly remuneration for the members of the board of directors shall remain at for the chairman of the board for the deputy chairman of the board and for other members of the board,neutral
1074,the board machine which will have a wire width of m and a design speed of will produce close to tonnes of folding boxboard per day,neutral
1075,the board of directors also proposed that a dividend of per outstanding share be paid,neutral
1076,the change in holdings in accordance with chapter section of the finnish securities markets act is described below,neutral
1077,the company also appointed leif head of the special plate unit which includes the quarto plate units in sweden and new castle usa the unit in germany as well as and prefab in avesta and plate service centre nordic in,neutral
1078,the company designs manufactures and markets advanced composite products for industrial applications and consumer goods such as alpine and nordic walking poles sticks and antenna radomes,neutral
1079,the company had hoped the new plant would be on stream by the end of,neutral
1080,the company is owned by the state of finland and the european aeronautic defense and space company nv is an international software company that provides solutions for building and construction energy distribution and municipalities,neutral
1081,the company pledged that the new software would render and other documents much as they appear on desktop computers,neutral
1082,the company said offshore segment represented of the total marine engines orders for the period merchant special vessels and cruise and ferry and ship design and respectively,neutral
1083,the company said that currently the french distribution unit is located in normandy the distribution unit and line supplier tortue in saint marcel in and the hook manufacturing unit and hook distribution unit europe in,neutral
1084,the construction of a large woodworking facility in the district of the region in northwest russia will begin in and the plant will start production in,neutral
1085,the contract consists of a new building with an area of sq m and renovation of the existing buildings,neutral
1086,the contractor of the shopping center china state construction engineering corporation has previously built eg airports hotels and factories for large international customers in different parts of the world,neutral
1087,the contracts awarded to date in connection with the system amount to a total million,neutral
1088,the corrected chapter is in its entirety below,neutral
1089,the deal was worth about mn,neutral
1090,the device offers multimedia performance along with a host of productivity applications including live stock prices,neutral
1091,the event can also be viewed as a live audio at,neutral
1092,the event can also be viewed as a live at,neutral
1093,the investment will be worth approximately mn,neutral
1094,the mill is concentrating on getting the line running satisfactorily before restarting its older newsprint line,neutral
1095,the most important export markets are norway germany russia and france,neutral
1096,the new system which will include mc from to be used by operatives across shifts will integrate in with the company s existing warehouse management system gold stock which went live in may,neutral
1097,the number of customers is one of the most important parameters in determining the price of electricity networks,neutral
1098,the order was valued at over,neutral
1099,the order was valued at m,neutral
1100,the order was worth mn,neutral
1101,the organization that is a member of the russian auto sector union has become active since acquired russian paint company in,neutral
1102,the scan and capture solutions transfer paper invoices into electronic format and business transactions service allows the customer to receive and send invoices in an electronic format,neutral
1103,the parties have also agreed that has the right to sell the remaining shares in to months after the purchase of the majority holding at the earliest,neutral
1104,the potential acquirer is corporation which is a related entity to sav owing to each of sav and being a subsidiary of the finnish group oy,neutral
1105,the prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire shares to the amount determined by the board in advance in the maximum,neutral
1106,the record date for dividend distribution is march,neutral
1107,the mobile applications store was launched in january by mobile innovator a program which enables mobile software developers to create applications for use across mobile devices,neutral
1108,the net sales are expected to be on par with the first quarter of,neutral
1109,the solid fuel is heated before sludge is mixed therein,neutral
1110,the study evaluated the safety tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in patients with active plaque psoriasis,neutral
1111,the total donation amount is,neutral
1112,the total investment necessary will be the company estimated,neutral
1113,the total project duration is three years and it is valued at some m,neutral
1114,the total scope of the project is about square metres and it is valued at a total of around,neutral
1115,they are responsible for their own operations customer relationships and the development of these,neutral
1116,this implementation is very important to the operator since it is about to launch its convergence service in brazil see brazil may,neutral
1117,this organization will assume the responsibility for operations in russia,neutral
1118,thus the group s balance sheet will have about million of goodwill the company added,neutral
1119,thus the group s balance sheet will have about m in goodwill for the company added,neutral
1120,timo has been appointed new manager responsible for the asset management of s institutional customers in finland,neutral
1121,to raise consumer awareness and encourage people to recycle their old mobile devices runs regular recycling campaigns around the world,neutral
1122,to see more of new haven register or to subscribe to the newspaper,neutral
1123,to showcase our capabilities at the mobile world congress we arranged an internal application development competition to entice developers to create new applications,neutral
1124,together they generate s goodwill,neutral
1125,trading in the new shares which have right to dividends and other distributions of funds will start on the exchange in helsinki tomorrow,neutral
1126,unc charlotte would also deploy connector to enable secure application connectivity,neutral
1127,produces magazine papers and newsprint as well as fine and specialty papers converting materials and wood products,neutral
1128,wayne brands senior brand manager said we have launched this as we want to give something back to the community,neutral
1129,combined with devices enhances productivity enabling workers to use a single device to perform voice scanning and keyboard functions,positive
1130,we make available the following market analyses cement cement poland cement belgium these analyses give a clear overview of the actual situation and future outlook of the cement industry in some european countries,neutral
1131,we went to the market with yield guidance of the area which gave us the flexibility to go up or down by th,neutral
1132,who is currently the chief operating officer at siemens networks will join on january and take over as effective february,neutral
1133,when new types of network elements are added to the network the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system,neutral
1134,suomi also provides nitrogen chemicals and technical nitrates to various sectors of industry as well as products used in environmental protection,neutral
1135,a flurry analytics spokesperson said that as it was only measuring windows phone data for some weeks the firm the data to make sure the per cent rise was not an aberration,neutral
1136,net sales of finnish learning literature of finnish media group decreased by in totalling mn down from mn in the corresponding period in,negative
1137,morgan expects that scala will lower nobel s growth forecast for from the current guidance of pct as well as the operating margin target from the current pct,negative
1138,furthermore sales of new passenger cars and light commercial vehicles in the country declined by last month,negative
1139,profitability was compared to in q,negative
1140,several large stocks tacked lower however,negative
1141,the company booked new orders worth compared with in the same period a year ago,positive
1142,sales of beer decreased by,negative
1143,head of corporate finance alexander said i am pleased that we have once again confirmed that is able to attract funds at attractive rates,positive
1144,we are honored to be acknowledged for our commitment to the industry especially in asia pacific,positive
1145,following last year s good profit development we have entered the current year in a good position,positive
1146,helsinki financial swung into profit in its first quarter earnings on improved sales especially in its fertilizer business in europe which is normally stronger during the first quarter,positive
1147,finnish lifting equipment maker said on october it won an order worth euro to deliver a total of custom designed elevators to norwegian shipbuilder aker yards asa,positive
1148,it will focus on improving its profitability next year by streamlining operations,positive
1149,md of praises the trend since the chains become stronger and their processes more clear,positive
1150,the company will enhance the capability in the existing idea service areas and add more service areas to its network,positive
1151,the company will make its marketing and sales investments initiated in even more efficient in,positive
1152,the stock is trading above both its maps and the day map of is higher than the day map of a bullish indicator,positive
1153,abb deutsche bank upgraded its recommendation on engineering group abb to buy from hold,positive
1154,i am very pleased and proud of our performance last year chief executive juha said in a statement,positive
1155,our design team has long admired s vivid patterns and colors,positive
1156,overall we re pleased with the startup curve and we re pleased with the quality of the paper spokeswoman patricia said tuesday,positive
1157,we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead,positive
1158,we are very pleased to be working with and to advance the progress of said juergen walter head of converged core siemens networks,positive
1159,a memorandum of understanding on cooperation between the finnish global chemical company and vietnam national chemicals group was signed on this occasion,positive
1160,said this facility marks another important step for in securing the financing necessary for our potash and other strategic projects,positive
1161,helsinki financial said it has won four orders in saudi arabia united arab emirates and qatar worth,positive
1162,adp news finnish handling systems provider hel announced on friday it won orders worth million m to deliver to jordan morocco and ireland,positive
1163,lynch analyst campbell morgan upgraded his recommendation on from neutral to buy in may,positive
1164,press release february at am has won two large minerals processing technology orders from do brasil brazil and from med bulgaria,positive
1165,said it won new orders worth during the quarter compared with a year earlier,positive
1166,said it has won an order worth around to supply several plywood production lines to mills operated by russian wood products company group,positive
1167,press release february ibm finland has rewarded its most distinguished partner companies for,positive
1168,the brokerage said has seen a true turning point in european steel base prices with better pricing seen carrying through the second quarter of,positive
1169,the concept enables a commercially affordable way to manufacture coated glass for the solar industry,positive
1170,the purpose of this action is to ensure company s cost effectiveness this year and in the near future,positive
1171,this location makes the mall a convenient place to shop for consumers from three large residential areas nearby and,positive
1172,offers a good foundation and the required support services for implementing the update project says juha responsible for s web services,positive
1173,we are glad that our long cooperation with continues comments s area manager for baltic operations,positive
1174,lining stone sales were also good in the early autumn and order books are strong to the end of the year,positive
1175,this vessel order will help secure the competitiveness of its fleet both in terms of technology and pricing,positive
1176,december equipment maker siemens networks said today it won a contract to upgrade the radio network of telecommunications company hel,positive
1177,finnish has been awarded an order for four hot metal ladle cranes by indian steel producer steel strips to be delivered in,positive
1178,finnish precision has won large glass batch plant and mortar plant orders from mexico and the us,positive
1179,pulp paper of finnish group has been awarded an order to renovate forest industry company s paperboard machine at the board mill in finland,positive
1180,combining the two producers will create a strong fertilizer industry capable of meeting global competition they added,positive
1181,finnish it solutions provider said today that it has won a frame contract valued at some to implement the next phase of its insurance application for south african mutual federal insurance company limited mf,positive
1182,helsinki said it has won an order for four hot metal ladle cranes from indian steel producer steel and strips,positive
1183,helsinki said its technology unit has won a contract from s dd to upgrade an anode plant,positive
1184,however the result improved thanks to positive financial items,positive
1185,the agricultural machinery and grain trader and another member of the group boosted its sales by percent to million euros vat inclusive,positive
1186,lee man paper and have a long and prosperous cooperation a good example of which are the and machines delivered earlier,positive
1187,london s leading shares today jumped almost points or as the market opened,positive
1188,vp labs said we are excited and proud that has been recognized by as the product of the year,positive
1189,the ministry of water in tanzania has awarded a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in and situated at lake victoria in northern tanzania,positive
1190,the policy was also aimed at making the companies more profitable and competitive,positive
1191,the three year turnaround program is expected to ensure salomon s future competitiveness the company said,positive
1192,we are very pleased with the fine cooperation between the two countries in recent times he said,positive
1193,finland s leading metals group said its net profit more than tripled on the back of strong global demand for stainless steel soaring base metal prices and proceeds from the sale of its technology unit,positive
1194,oil corporation is a refining and marketing company concentrating on clean traffic fuels,neutral
1195,the company has the poser who wants to impress people with the latest handset,neutral
1196,we are delighted to announce our support for intel based platforms the capabilities of which have made our development easier and faster,positive
1197,according to the present cooperation is beneficial to all parties however,positive
1198,finnish insurance company and group are ending their loyal customer cooperation,negative
1199,according to an posted by the world intellectual property organization the present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels,neutral
1200,and that s exactly what happened on a recent weekday when an east haven baker was brought in to remind residents about the easter tradition of making wheat and rice pies,neutral
1201,any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons,neutral
1202,needs a clear signal of commitment from the government that the permit is available before the company will start the next round says,neutral
1203,swiss franc surged to record euros after it reported sharpest gain in manufacturing in march,positive
1204,the order contains among others control valves and instrumentation as well as complete mill engineering and electrification with drive controls,neutral
1205,the indexes include the top companies that are committed to sustainable development,neutral
1206,the repurchase of the bonds was executed in the open market in accordance with section f of the terms and conditions of the convertible bonds,neutral
1207,we are delighted to welcome to our board of directors said of networks,positive
1208,finnish newspaper publisher of media group is merging its free sheets and metro as of to form a new free sheet to be named metro,neutral
1209,finnish precision that supplies weighing and dosing systems and plants is changing its name to precision,neutral
1210,finnish corporation that makes wipes and flexible packaging has a plant near warsaw in poland that makes flexible packaging,neutral
1211,the representative body of swedish meats approved an improved offer from finnish to acquire the company,positive
1212,active shipping is essential for finland,neutral
1213,provides a wide range of research reports industry statistics and competitive intelligence on the industrial sector,neutral
1214,finnish electronics manufacturer group helsinki said on wednesday december that it has completed the acquisition of man ag s cable harness business from man star trucks buses zoo in poland,positive
1215,france spent more time studying than other potential takeover targets because it has a shareholder that wants to sell said,neutral
1216,online backup automatically protects all the content stored on a computer or by making a copy of the content to an online location,neutral
1217,he said things will be different when new finnish nuclear power stations go into operation and the large hydro powered stations of northern europe have a good year,neutral
1218,a manufacturer of genuine wooden homes will be sponsoring finnish skier for the next three years,neutral
1219,i am looking forward to contribute to s success with my competence says,positive
1220,of s and s joint ventures tools completes that are produced in italy into tools that will be sold under the brand,neutral
1221,so far the company has awarded more than worth of tools and materials,neutral
1222,supported phones include n n n n n n n n n n n n n n n e e e e e e e e e touch classic navigator classic navigator,neutral
1223,the machine will have an annual production capacity of tonnes of magazine paper and other paper grades based on recovered fiber said,neutral
1224,the moscow metro was the first metro system in europe to implement smart cards together with a new type of magnetic card in,neutral
1225,the total scholarship amount was euros and the recipients were chosen on the recommendation of fine arts universities and sports associations,neutral
1226,the tower s engineers have created an degree westward lean four times the inclination on the leaning tower of pisa using structures that are aligned geometrically using structures bim building information modeling software,neutral
1227,while i cant understand what theyre saying its impressive to watch him hit that ball at those speeds,neutral
1228,people who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content,neutral
1229,an of the invention released by the patent office said a noncoherent search matrix is formed of said correlation function matrix,neutral
1230,as with other has been involved in the workshops meetings and filed comments on the issues of greatest importance to the competitive sector of our industry,neutral
1231,city users can search for homes and properties in all areas where city is active even outside their own country,neutral
1232,enclosed is s call for extraordinary general meeting to be held on july th where the main agenda is to approve the authorization to the board for the proposed share issue related to the component software acquisition and to elect to the board,neutral
1233,lights out before curfew curl up with the latest bestseller and treat your eyes to the perfect reading light from,neutral
1234,investment fund amber trust ii has won the final approval of lithuania s competition council to acquire percent of the country s largest pharmaceutical producer,positive
1235,patrick will also continue being responsible for innovation and health safety and environment functions of corporation,neutral
1236,corporation wants a new and better frequency for the helsinki metropolitan area,neutral
1237,learning literature offering print and digital learning materials is present in eleven countries,neutral
1238,the commission is to be applauded for applying a and approach and for providing clarity for future petitions,positive
1239,the light with an aluminum base and washable shade comes in white pistachio orange blue and red,neutral
1240,the method utilises waterborne ultra products giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer,neutral
1241,the process technology project management basic engineering and quality assurance within forest industry will be consolidated in southern finland,neutral
1242,the tests conducted at siemens center of competence in finland follow the company s production start of base stations for the mhz band in april and complement earlier tests with on the mhz and mhz bands,neutral
1243,the tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind,neutral
1244,the use case dramatically narrows if you go only with the hot s,neutral
1245,thus has in accordance with chapter section of the finnish companies act obtained title to all the shares of that are to be redeemed,neutral
1246,today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from,neutral
1247,weber convinced his friend ray who owned a lake street sporting goods store to sell the lures,neutral
1248,shares in royal and sun alliance continued to slide back from a month high of p last month after a potential suitor ruled itself out of a takeover bid,negative
1249,managing director s comments net sales for the first quarter were notably lower than a year before especially in finland russia and the baltic countries,negative
1250,sales climbed pct to surpassing the consensus figure,positive
1251,corporation estimates that the program that started in autumn higher sales prices and expected growth in volume of wet wipes will make the company s operations more profitable,positive
1252,in a release the company said that t customers in north america can now take advantage of its voice directed warehousing solution and increase warehouse efficiency and productivity gains at a discounted price,positive
1253,finnish bank has signed a cooperation agreement with concerning finnish companies investments in russia,positive
1254,cooper sh the distributor for lift equipment manufacturer won the deal which involves low maintenance and fuel saving technologies,positive
1255,this is a much better process than using virgin paper as it requires less transportation of wood pulp from places like finland and canada,positive
1256,after the reporting period north american licensing partner pharmaceuticals announced positive results with in a pilot phase clinical trial for smoking cessation,positive
1257,this is a significant milestone for helping us to secure critical s for our personal navigation product for and beyond commented simon button chief technology officer at,positive
1258,may finnish electronics producer se hel said today that it has signed an extensive cooperation agreement on industrialisation manufacturing distribution and aftermarket services for mobile phones with japan s sharp,positive
1259,investors will continue being interested in the company s share although it is not quite cheap said,positive
1260,each year personal entertainment plays a more significant role in determining whether a fitness facility s workout experience is pleasurable or a chore said brian wilson director of marketing for s entertainment services division,neutral
1261,finland s dominating rail company vr is planning to set the infected passengers for trip in a separate carriage,neutral
1262,the agreement must be approved by the russian competition authorities before it enters into force,neutral
1263,the total amount of subscription prices was recorded in the fund for invested nonrestricted equity,neutral
1264,before s installation was producing tons of liquid and solid aluminum waste per year,neutral
1265,it started with software that was capable of retrieving the data typed into the computer keyboard and then more complex mechanisms arrived on the scene such as and,neutral
1266,mr currently serves as the manager responsible for abb oy s system modules for low voltage drives,neutral
1267,the finnish company sold its operation consisting of staff in offices in london birmingham and manchester as part of a deal with in july for its property and casualty arm industrial,neutral
1268,counter your competitor s strengths and target their weaknesses,neutral
1269,has a large factory in china and a factory building project in india that was halted due to financing problems,negative
1270,founded in automates laboratory tests especially diagnostic tests for cancer,neutral
1271,it inspects the strategic strengths and weaknesses,neutral
1272,it s even a little bit higher than s multiples on itself an analyst in helsinki said,neutral
1273,offers to open a hotel on prospect in a square metres building because of these difficulties,neutral
1274,the building will have a gross floor area of about sq m it will also include apartments,neutral
1275,the poseidon is a tanker designed to be able to pass through the narrow passages in the panama canal s locks,neutral
1276,markets had been expecting a poor performance and the company s stock was up percent at us in early afternoon trading in helsinki,positive
1277,excluding nonrecurring items pretax profit surged to,positive
1278,adp news finnish retailer hel said today its total sales excluding value added tax vat stood at million m in january down,negative
1279,the low capacity rate in steel production considerably increases the fixed costs per unit of steel produced,negative
1280,expects that the net sales of its core business will increase in compared to,positive
1281,in china finnish that provides elevators escalators and solutions for modernisation and maintenance will build escalators that will be installed in a railway section between and shanghai in a years time,positive
1282,according to the acquisition would bring a significant addition to s customer base,positive
1283,s net sales in totaled million,neutral
1284,at the end of the review period nordic aluminium s order book stood at mn compared to in,positive
1285,both the net sales and operating profit were record high in the company s history,positive
1286,e s building system service had revenue of in,neutral
1287,export accounts for about one tenth of the company s annual turnover of one billion kroons,neutral
1288,favourable currency rates also contributed to higher net sales kari said,positive
1289,a global business best known for its scissors expects to derive synergies of million a year by consolidating certain parts of the housewares division where the two compete,positive
1290,for expects revenue of some million,neutral
1291,net sales are expected to increase by approximately the company said,positive
1292,in the company s net sales amounted to approximately and it has some employees,neutral
1293,in had annual net sales of billion and approximately employees,neutral
1294,in q april finnish forest machinery and equipment maker hel said today that it expects to swing to a net profit of some m in the first quarter of from an m loss a year earlier,positive
1295,in the beginning of this year had secured an order to deliver four main engines and propulsion machinery for the same vessel,positive
1296,in the second quarter of net sales through operator business partners represented of the group s total net sales,neutral
1297,india s trade with russia currently stands at four billion dollars growing per cent in fiscal,positive
1298,international operations accounted for over of net sales,neutral
1299,latin america currently accounts for approximately of sales at finnish and vas supplier for operators company president and told,neutral
1300,lithuanian beer makers sold million liters of beer in a rise of per cent from the figure of million liters,positive
