,sentence,sentiment
615,the group owns and operates a fleet of more than dwt while container capacity is and manages a diversified fleet of its own railway rolling stock of over units,neutral
616,the hayward target designs active casual and dress footwear as well as boots and sandals,neutral
617,the group headquartered in helsinki finland operates in all sectors of the construction industry civil engineering building contracting technical building services and the building materials industry,neutral
618,the group focuses on creating value chain from upstream to downstream encompassing a wide variety of business fields including oil gas metals mineral resources foods pulp paper and chemicals among others,neutral
619,the new b shares carry the right to dividend and other shareholder rights with effect from today,neutral
620,the office space will rise above the remodeled cannon street underground station,neutral
621,the pulse oximeter is a common device to check patient saturation level and pulse rate,neutral
622,the project is expected to be completed in,neutral
623,the reason for this is st petersburg status as a capital one of the participants in the meeting quoted as saying,neutral
624,the report goes on to provide detailed profiles of ten leading european specialty chemicals companies and brief profiles of other major players,neutral
625,the report profiles companies including many key and niche players worldwide such as black decker corporation corporation brands inc outdoor products inc group technologies inc the company and van group inc,neutral
626,the report profiles companies including many key and niche players worldwide such as black decker corporation corporation brands inc outdoor products inc group technologies inc the company and van group inc,neutral
627,the server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones,neutral
628,the share of the share capital of both above mentioned shareholders remains below,neutral
629,the shares shall be repurchased through public trading for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders,neutral
630,the subsidiary will be responsible for filter sales local assembly of filters and after market services in china,neutral
631,the total value of the project is valued at bn bn bn,neutral
632,the trade is in accordance with the agreement announced on march,neutral
633,the transaction is expected to be completed next spring,neutral
634,the writing and publication of s history is a continuation of earlier collaboration between and the company,neutral
635,these products include personal communications products such as mobile phones and their parts home communications products such as boxes and electronics for flat panel as well as communications networks products such as amplifiers and microwave systems,neutral
636,to check them out or to make a bid they will be in the showroom fortitude valley,neutral
637,maintains its guidance for,neutral
638,utah s capital wanted to be the next us headquarters of sports corp a company,neutral
639,what would you like to see changed on s next attempt,neutral
640,when completed the meter watchtower will be the highest building in ireland,neutral
641,viking will pay million for the new ship which will be completed in january,neutral
642,bank gave a neutral recommendation and a share price target of crowns euro on swedish lock maker ab,neutral
643,our aim is to understand different traffic patterns based on the use of each building,neutral
644,our was especially developed for use by communities and organizations,neutral
645,the industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for service to your wireless handset he wrote,neutral
646,dinner the conference program can also be viewed as a live audio through the internet pages at,neutral
647,a plumbing business has announced it is sponsoring a professional darts player,neutral
648,a le special was developed for the bicentenary of the company and the trade mark the brewer said,neutral
649,another noticeable thing is that the search for and brands was mostly related to broadband connections,neutral
650,has also investigated the sales opportunities of s electronics business,neutral
651,at the beginning of the subscription period on may the share subscription price under b option right is per share,neutral
652,both mr and mr ignatius will be responsible also for the newspapers business result,neutral
653,will continue to be responsible for the maintenance and technical development of the services,neutral
654,changes to the models from the design were communicated to the subcontractors to accommodate them into the steel and glass reinforced concrete fabrication process,neutral
655,customers in a wide range of industries use our stainless steel and services worldwide,neutral
656,wants to serve its industrial customers with individual products,neutral
657,finnish bank bank hel said today that it will issue a million m bond viii research stars viii on october,neutral
658,from to the far corners of the world was established in by a group of master builders in helsinki as a specialist business and subcontractor,neutral
659,a developer of security solutions as a service through internet service providers and mobile operators announced results from its annual online wellbeing survey,neutral
660,in recorded revenue of approximately billion and had a staff of,neutral
661,in accordance with the terms and conditions of alma media s option program the share subscription price for the a option rights was per share and the book countervalue per share,neutral
662,in s vision the most important reason for the transaction is russia,neutral
663,it also confirmed its earnings guidance for the whole issued in its report for the whole,neutral
664,it is resin with real trebles and is cm long by cm deep from top to bottom of the middle hook,neutral
665,it is part of the development of the magnetite deposit at which has the known potential for over million metric tons of annual processing of magnetite over its estimated year life,neutral
666,it operates under three distinct brands united supermarkets market street and united,neutral
667,bank will publish its annual results for before markets open on thursday january,neutral
668,london and european brokers recommendations issued today as collated by news from a range of market sources,neutral
669,the fine print is here,neutral
670,m and a master of business administration,neutral
671,more than special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral
672,ms will be responsible for s hr functions and for their development in all of the group areas,neutral
673,new delhi july timo and of m real finland have developed novel markings and methods of producing the same,neutral
674,siemens networks provides mobile and fixed network infrastructure communications and networks service platforms as well as professional services to operators and service providers,neutral
675,of these shares are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to,neutral
676,s scope of delivery covers the engineering supply of special equipment and services for a calcination plant with two circulating fluid bed,neutral
677,s scope of delivery includes design basic engineering and supply of proprietary equipment for a sinter plant with a grate area of square meters,neutral
678,participants at any of the book discussions or other special events or visitors to the car dealership were eligible to enter the drawing for the silver,neutral
679,will become part of light meals unit,neutral
680,product coverage baked goods biscuits breakfast cereals data coverage market sizes historic and forecasts company shares brand shares and distribution data,neutral
681,quality chargers under brand are sold in selected retail stores and other sales locations worldwide,neutral
682,s group s loyal customer magazine came second with readers and corporation s daily newspaper was third with readers,neutral
683,chief business excellence officer eng,neutral
684,of the invention furthermore is the use of the cyclone for separating partly molten particles,neutral
685,taking a cue from the playbook of the east lions we created a special team of style players such as jeans tummy tops and of course cowboy boots,neutral
686,s defense business employs over persons and is located in finland,neutral
687,will organize an information meeting for analysts and media at helsinki meeting room the same day at pm light lunch will be served,neutral
688,the annual general meeting approved that the yearly remuneration for the members of the board of directors shall remain at for the chairman of the board for the deputy chairman of the board and for other members of the board,neutral
689,the board machine which will have a wire width of m and a design speed of will produce close to tonnes of folding boxboard per day,neutral
690,the change in holdings in accordance with chapter section of the finnish securities markets act is described below,neutral
691,the company also appointed leif head of the special plate unit which includes the quarto plate units in sweden and new castle usa the unit in germany as well as and prefab in avesta and plate service centre nordic in,neutral
692,the company designs manufactures and markets advanced composite products for industrial applications and consumer goods such as alpine and nordic walking poles sticks and antenna radomes,neutral
693,the company is owned by the state of finland and the european aeronautic defense and space company nv is an international software company that provides solutions for building and construction energy distribution and municipalities,neutral
694,the company said that currently the french distribution unit is located in normandy the distribution unit and line supplier tortue in saint marcel in and the hook manufacturing unit and hook distribution unit europe in,neutral
695,the contractor of the shopping center china state construction engineering corporation has previously built eg airports hotels and factories for large international customers in different parts of the world,neutral
696,the corrected chapter is in its entirety below,neutral
697,the deal was worth about mn,neutral
698,the event can also be viewed as a live at,neutral
699,the investment will be worth approximately mn,neutral
700,the mill is concentrating on getting the line running satisfactorily before restarting its older newsprint line,neutral
701,the number of customers is one of the most important parameters in determining the price of electricity networks,neutral
702,the order was valued at over,neutral
703,the order was valued at m,neutral
704,the order was worth mn,neutral
705,the prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire shares to the amount determined by the board in advance in the maximum,neutral
706,the record date for dividend distribution is march,neutral
707,the mobile applications store was launched in january by mobile innovator a program which enables mobile software developers to create applications for use across mobile devices,neutral
708,the solid fuel is heated before sludge is mixed therein,neutral
709,the study evaluated the safety tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in patients with active plaque psoriasis,neutral
710,the total donation amount is,neutral
711,the total investment necessary will be the company estimated,neutral
712,the total project duration is three years and it is valued at some m,neutral
713,the total scope of the project is about square metres and it is valued at a total of around,neutral
714,they are responsible for their own operations customer relationships and the development of these,neutral
715,this implementation is very important to the operator since it is about to launch its convergence service in brazil see brazil may,neutral
716,this organization will assume the responsibility for operations in russia,neutral
717,thus the group s balance sheet will have about million of goodwill the company added,neutral
718,thus the group s balance sheet will have about m in goodwill for the company added,neutral
719,timo has been appointed new manager responsible for the asset management of s institutional customers in finland,neutral
720,to see more of new haven register or to subscribe to the newspaper,neutral
721,trading in the new shares which have right to dividends and other distributions of funds will start on the exchange in helsinki tomorrow,neutral
722,produces magazine papers and newsprint as well as fine and specialty papers converting materials and wood products,neutral
723,who is currently the chief operating officer at siemens networks will join on january and take over as effective february,neutral
724,suomi also provides nitrogen chemicals and technical nitrates to various sectors of industry as well as products used in environmental protection,neutral
725,net sales of finnish learning literature of finnish media group decreased by in totalling mn down from mn in the corresponding period in,negative
726,morgan expects that scala will lower nobel s growth forecast for from the current guidance of pct as well as the operating margin target from the current pct,negative
727,furthermore sales of new passenger cars and light commercial vehicles in the country declined by last month,negative
728,profitability was compared to in q,negative
729,sales of beer decreased by,negative
730,finnish lifting equipment maker said on october it won an order worth euro to deliver a total of custom designed elevators to norwegian shipbuilder aker yards asa,positive
731,the company will make its marketing and sales investments initiated in even more efficient in,positive
732,the stock is trading above both its maps and the day map of is higher than the day map of a bullish indicator,positive
733,we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead,positive
734,helsinki financial said it has won four orders in saudi arabia united arab emirates and qatar worth,positive
735,adp news finnish handling systems provider hel announced on friday it won orders worth million m to deliver to jordan morocco and ireland,positive
736,lynch analyst campbell morgan upgraded his recommendation on from neutral to buy in may,positive
737,press release february at am has won two large minerals processing technology orders from do brasil brazil and from med bulgaria,positive
738,said it won new orders worth during the quarter compared with a year earlier,positive
739,said it has won an order worth around to supply several plywood production lines to mills operated by russian wood products company group,positive
740,the brokerage said has seen a true turning point in european steel base prices with better pricing seen carrying through the second quarter of,positive
741,this location makes the mall a convenient place to shop for consumers from three large residential areas nearby and,positive
742,lining stone sales were also good in the early autumn and order books are strong to the end of the year,positive
743,this vessel order will help secure the competitiveness of its fleet both in terms of technology and pricing,positive
744,december equipment maker siemens networks said today it won a contract to upgrade the radio network of telecommunications company hel,positive
745,finnish has been awarded an order for four hot metal ladle cranes by indian steel producer steel strips to be delivered in,positive
746,pulp paper of finnish group has been awarded an order to renovate forest industry company s paperboard machine at the board mill in finland,positive
747,combining the two producers will create a strong fertilizer industry capable of meeting global competition they added,positive
748,helsinki said it has won an order for four hot metal ladle cranes from indian steel producer steel and strips,positive
749,helsinki said its technology unit has won a contract from s dd to upgrade an anode plant,positive
750,london s leading shares today jumped almost points or as the market opened,positive
751,vp labs said we are excited and proud that has been recognized by as the product of the year,positive
752,the policy was also aimed at making the companies more profitable and competitive,positive
753,finland s leading metals group said its net profit more than tripled on the back of strong global demand for stainless steel soaring base metal prices and proceeds from the sale of its technology unit,positive
754,the company has the poser who wants to impress people with the latest handset,neutral
755,according to an posted by the world intellectual property organization the present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels,neutral
756,and that s exactly what happened on a recent weekday when an east haven baker was brought in to remind residents about the easter tradition of making wheat and rice pies,neutral
757,any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons,neutral
758,needs a clear signal of commitment from the government that the permit is available before the company will start the next round says,neutral
759,the order contains among others control valves and instrumentation as well as complete mill engineering and electrification with drive controls,neutral
760,the repurchase of the bonds was executed in the open market in accordance with section f of the terms and conditions of the convertible bonds,neutral
761,finnish precision that supplies weighing and dosing systems and plants is changing its name to precision,neutral
762,finnish corporation that makes wipes and flexible packaging has a plant near warsaw in poland that makes flexible packaging,neutral
763,france spent more time studying than other potential takeover targets because it has a shareholder that wants to sell said,neutral
764,supported phones include n n n n n n n n n n n n n n n e e e e e e e e e touch classic navigator classic navigator,neutral
765,the machine will have an annual production capacity of tonnes of magazine paper and other paper grades based on recovered fiber said,neutral
766,the moscow metro was the first metro system in europe to implement smart cards together with a new type of magnetic card in,neutral
767,the total scholarship amount was euros and the recipients were chosen on the recommendation of fine arts universities and sports associations,neutral
768,an of the invention released by the patent office said a noncoherent search matrix is formed of said correlation function matrix,neutral
769,as with other has been involved in the workshops meetings and filed comments on the issues of greatest importance to the competitive sector of our industry,neutral
770,patrick will also continue being responsible for innovation and health safety and environment functions of corporation,neutral
771,learning literature offering print and digital learning materials is present in eleven countries,neutral
772,the light with an aluminum base and washable shade comes in white pistachio orange blue and red,neutral
773,the process technology project management basic engineering and quality assurance within forest industry will be consolidated in southern finland,neutral
774,the tests conducted at siemens center of competence in finland follow the company s production start of base stations for the mhz band in april and complement earlier tests with on the mhz and mhz bands,neutral
775,shares in royal and sun alliance continued to slide back from a month high of p last month after a potential suitor ruled itself out of a takeover bid,negative
776,managing director s comments net sales for the first quarter were notably lower than a year before especially in finland russia and the baltic countries,negative
777,sales climbed pct to surpassing the consensus figure,positive
778,corporation estimates that the program that started in autumn higher sales prices and expected growth in volume of wet wipes will make the company s operations more profitable,positive
779,finnish bank has signed a cooperation agreement with concerning finnish companies investments in russia,positive
780,cooper sh the distributor for lift equipment manufacturer won the deal which involves low maintenance and fuel saving technologies,positive
781,after the reporting period north american licensing partner pharmaceuticals announced positive results with in a pilot phase clinical trial for smoking cessation,positive
782,this is a significant milestone for helping us to secure critical s for our personal navigation product for and beyond commented simon button chief technology officer at,positive
783,investors will continue being interested in the company s share although it is not quite cheap said,positive
784,each year personal entertainment plays a more significant role in determining whether a fitness facility s workout experience is pleasurable or a chore said brian wilson director of marketing for s entertainment services division,neutral
785,the agreement must be approved by the russian competition authorities before it enters into force,neutral
786,the total amount of subscription prices was recorded in the fund for invested nonrestricted equity,neutral
787,before s installation was producing tons of liquid and solid aluminum waste per year,neutral
788,mr currently serves as the manager responsible for abb oy s system modules for low voltage drives,neutral
789,counter your competitor s strengths and target their weaknesses,neutral
790,founded in automates laboratory tests especially diagnostic tests for cancer,neutral
791,the building will have a gross floor area of about sq m it will also include apartments,neutral
792,the poseidon is a tanker designed to be able to pass through the narrow passages in the panama canal s locks,neutral
793,markets had been expecting a poor performance and the company s stock was up percent at us in early afternoon trading in helsinki,positive
794,excluding nonrecurring items pretax profit surged to,positive
795,adp news finnish retailer hel said today its total sales excluding value added tax vat stood at million m in january down,negative
796,expects that the net sales of its core business will increase in compared to,positive
797,according to the acquisition would bring a significant addition to s customer base,positive
798,at the end of the review period nordic aluminium s order book stood at mn compared to in,positive
799,both the net sales and operating profit were record high in the company s history,positive
800,favourable currency rates also contributed to higher net sales kari said,positive
801,a global business best known for its scissors expects to derive synergies of million a year by consolidating certain parts of the housewares division where the two compete,positive
802,net sales are expected to increase by approximately the company said,positive
803,in q april finnish forest machinery and equipment maker hel said today that it expects to swing to a net profit of some m in the first quarter of from an m loss a year earlier,positive
804,india s trade with russia currently stands at four billion dollars growing per cent in fiscal,positive
805,lithuanian beer makers sold million liters of beer in a rise of per cent from the figure of million liters,positive
806,net sales revenue per passenger is expected to increase,positive
807,return on investment was compared to in,positive
808,the company moved to an operating profit of m versus an operating loss of m it also turned to of versus loss per share of,positive
809,the price of raw material aluminium went up at the end of but the company considers its outlook for favourable,positive
810,the refining margin for the year was bbl compared to bbl in the prior year,positive
811,viking line manages well with its current ferries,positive
812,scania morgan stanley lifted the share target on swedish truck and bus maker scania ab to crowns euro from crowns euro,positive
813,very recommendable is the z g according to the judgement in the latest summer tyre test of the german automobile association,positive
814,finnish has signed significant deals with norwegian scandinavian electric systems on the supply of ac drives,positive
815,is expanding its business quickly in russia,positive
816,head of mobility services at has forecast that mobile data volume on the network in sweden will rise eightfold to tb by,positive
817,cost savings will then rise to some a year from said,positive
818,finnish elevators and escalators maker corporation said on tuesday march that it has received a major order from sir robert to supply all elevators and escalators for the watermark place project in the city of london,positive
819,for q consolidated earnings before tax totaled m compared to m and net profit was m compared to m in the previous year,positive
820,in the deal is likely to bring savings of,positive
821,in middle east north africa has grown considerably in the recent years,positive
822,in q may finnish electrical components maker oy hel said today it turned to a net profit of m in the first quarter of versus a loss of in the corresponding period last year,positive
823,in the end of the number of outlets will rise to,positive
824,in the first quarter of the result was a pretax profit of million versus a loss of million in the same period last year,positive
825,contract manufacturing services private limited has inked agreements with six new customers in india,positive
826,it also said its third quarter diluted came in at compared with in the same quarter a year ago,positive
827,it also turned in earnings per share of versus loss per share of,positive
828,it also turned to earnings per share of versus loss per share of,positive
829,it will also strengthen s offshore business,positive
830,last week the finnish metals and technology group announced plans to sell more than percent of its technology unit to further the company s strategic goal of becoming the world s largest stainless steel maker,positive
831,unveils indian with finnish chemicals group hel on tuesday announced it has inked a deal to form a joint venture in india with local construction firm infrastructure and projects bom,positive
832,s sales are expected to have increased by to in the second quarter of,positive
833,oil s board proposed dividend for the compared with a year ago,positive
834,net interest income totaled mn compared to mn a year earlier,positive
835,net profit was compared with,positive
836,net sales in are expected to be up on,positive
837,operating loss was mn compared to a loss of mn in the second quarter of,positive
838,operating profit was mn compared to a loss of mn in the corresponding period in,positive
839,pretax loss totaled mn compared to a loss of mn in the first quarter of,positive
840,pretax profit totalled mn compared to a loss of mn in the fourth quarter of,positive
841,previously delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators,positive
842,said it estimates it will make savings of a year by centralising its french operations at one site,positive
843,reuse back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in said previously,positive
844,sales are expected to increase in the end of the year however,positive
845,s net sales would be higher than the year before,positive
846,s sales and project resources will also be strengthened director paul said,positive
847,the actions are expected to deliver annual cost savings of some,positive
848,the company is well positioned in brazil and uruguay,positive
849,the company reports a loss for the period of mn compared to a loss of mn in the corresponding period in,positive
850,the company turned to earnings per share of versus loss per share of,positive
851,the fourth quarter saw swing back to a pretax profit of from a year earlier loss of on the back of a pct uplift in sales to and a stronger performance in north america,positive
852,the soapstone deposits in the area are expected to increase s current reserves considerably,positive
853,these measures are expected to produce annual cost savings of million starting in,positive
854,this will bring cost savings of about mn a year,positive
855,via the move the company aims annual savings of some the main part of which are expected to be realized this year,positive
856,july finnish steel maker hel or said today it turned to a net profit of in the second quarter of from a net loss of in the corresponding period last year,positive
857,october finnish wood products technology supplier hel said today it swung to a net profit of for the first nine months of versus a net loss of m for the same period a year earlier,positive
858,february finnish broadband data communication systems provider hel said yesterday its net profit rocketed to m in from in and it lifted its dividend proposal,positive
859,february finnish broadband data communication systems provider hel said wednesday its net profit rocketed to m in from in and it lifted its dividend proposal,positive
860,corporation press release august at am finnish time s business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order,positive
861,totalled mn compared to a loss of mn in the corresponding period in,positive
862,finnish broadband data communication systems provider hel said yesterday it returned to a net profit of million m for the first nine months of versus a net loss of for the same period of,positive
863,finnish consumer packaging manufacturer said it swung to a net profit of euro in the first nine months of from a net loss of euro in the same period of,positive
864,finnish dental care group oral posted a total net profit of euro in the first nine months of versus a net loss of euro in the same period of,positive
865,finnish it consultancy interactive posted a net profit of euro for the first nine months of compared to a net loss of euro for the same period of,positive
866,finnish pulp and paper machinery maker group swung to a euro net profit in the fiscal ended august from a euro net loss in the fiscal,positive
867,finnish silicon wafers manufacturer said it swung to a net profit of euro in the first nine months of from a net loss of euro a year earlier,positive
868,in the second quarter of the company s net profit was m compared to a net loss of m in,positive
869,it therefore seems that finnish shipping company viking line will get the subsidy it needs to order its new vessel,positive
870,jarmo head of the oil refining business at oil says the situation looks promising from their viewpoint,positive
871,adp news finnish printed circuit board maker group hel said today it swung to a net profit of for versus a net loss of million,positive
872,adp news nov finnish retail software developer solution said today that it swung to a net profit of million m for the first nine months of versus a net loss of eu,positive
873,and noted they have established agreements that cover commercially proven management of mobile devices as well as mobile device security and mobile application management,positive
874,mn and pretax profit to mn from mn in the third quarter of,positive
875,net sales will however increase from,positive
876,operating profit totaled mn compared to mn in the corresponding period in,positive
877,profit after taxes was mn compared to mn the previous year,positive
878,profit for the period was mn compared to mn in,positive
879,quarterly diluted on continuing operations came in at compared with last year s,positive
880,posted a net profit of euro for the third quarter of compared to a net loss of euro for the corresponding period of,positive
881,return on equity stood at compared to in the third quarter of,positive
882,russian export duties will activate harvesting in finland and sales in russia will increase also,positive
883,the company expects net sales to significantly increase from,positive
884,the company s net profit amounted to ee mn which was more than in,positive
885,the optimization of the steel components heating process will reduce the energy consumption,positive
886,this new partnership agreement represents a significant milestone for both parties,positive
887,latvian representative said that the company earned in profit which is times more that in,positive
888,shares representing of the share capital,neutral
889,the forecast for is,neutral
890,the share capital of alma media corporation business id is and it is divided into shares,neutral
891,the company is listed on the nordic exchange in helsinki,neutral
892,contract manufacturing will carry out the manufacturing for these agreements at its factory in near,neutral
893,it will be operated by and supported by its network and service management system,neutral
894,corporation will publish its financial statements for on february,neutral
895,the shops are located in the capital region and the region,neutral
896,the annual net sales of the unit is some million and it currently employs some people,neutral
897,on the following workday customers can check from their home computers how their purchases are divided between different ingredient groups how much energy various products contain and what is the nutritional content of all purchases,neutral
898,name of company in which holdings have been acquired,neutral
899,is headquartered in finland,neutral
900,the store is located in in a shopping center named the company added,neutral
901,the other seats would go to edgar an american with experience of the clothing and retail industry and christian an austrian with experience in the winter sports goods business,neutral
902,s employees serve customers via sales offices and production facilities in more than countries on six continents,neutral
903,headquartered in finland is a technology company serving the wood products industry worldwide,neutral
904,according to latest information will launch its twig device on september,neutral
905,he will report to capman s,neutral
906,the price will be specified at the completion date,neutral
907,a total of million will be invested in the project,neutral
908,finnish it consultancy interactive said on november that jarmo took up the position of,neutral
909,s definitely too big for to acquire said an analyst but would appear to have an agenda for ahead of the,neutral
910,there is no room to modify the share component as we have already indicated,neutral
911,we could be there,neutral
912,pm central office of bank ya building telephone ext xvi international food business russia will take place,neutral
913,shares can still be subscribed for with series e share options max,neutral
914,new shares under option rights plan packaging company reported on monday that a total of new shares of the company have been issued based on share subscriptions under its option rights plan,neutral
915,a meeting for the media and analysts will be held on the same day at am at headquarters in helsinki a the interim report will be presented by s,neutral
916,a meeting of glisten shareholders to vote on the bid will be held on march,neutral
917,a replay will be available until october in the following numbers us callers callers access code,neutral
918,about of this came from chemicals from shipping and from systems,neutral
919,about of group shares are owned by whose beneficiaries on the one hand are millhouse the holding company for the assets of billionaire roman and his business partners and executives alexander and alexander on the other,neutral
920,aker yards finland will begin using chinese subcontractors at its finnish shipyards,neutral
921,finnish food industry company is planning changes to its fish product business,neutral
922,according to business media reports planned to transfer his stake to the in exchange for a stake in the merged,neutral
923,according to gallup food and farm facts beef consumption totaled mn kilos in finland in,neutral
924,according to the company a decision in the issue will be made in the summer of at the earliest and in the summer of at the latest,neutral
925,according to the chamber of commerce all the major construction companies of finland are operating in russia,neutral
926,according to the notification the holdings of inc and its group companies are now in total shares which represent of s shares and voting rights,neutral
927,after the sale group will comprise art a corporate function and an investment in corporation,neutral
928,s share is quoted on the helsinki,neutral
929,s share is quoted on the helsinki,neutral
930,all capital markets day materials will be available on the company s internet site at at on september,neutral
931,alma media holds of this company the remaining shares being owned by the company s key employees,neutral
932,almost the entire office building will be occupied by,neutral
933,also the development of online businesses will continue,neutral
934,as a part of the agreement employees from the john forestry documentation functions will transfer to oy,neutral
935,as an alternative to the share exchange offers a full cash consideration at the value of euro per share,neutral
936,at alma media s annual report for is scheduled to be published in calendar week,neutral
937,at was s biggest shareholder with a stake followed by the state with,neutral
938,at first s services to companies operating in the st petersburg area will include maintenance and material management systems and data collection solutions,neutral
939,group is part of s systems division,neutral
940,before john has worked in several general manager or senior business consultant positions for international companies in china,neutral
941,bids or offers include at least shares and the value of the shares must correspond to at least,neutral
942,capman said the deal s effect on its cash flow for totals m but the transaction would not affect its financial results for as it was executed at fair value,neutral
943,catalysts segment includes refinery catalysts and catalysts product categories,neutral
944,is a metal sector company with international operations and production plants located in finland the netherlands sweden and turkey,neutral
945,consisting of seven interconnected units image s logistics center will be metres in length and metres in height,neutral
946,construction work on the helsinki music centre is to start this autumn with the total cost of the project estimated at million euros,neutral
947,copyright news and financial news logo are registered trademarks of news limited,neutral
948,headquartered in finland rents construction machinery and equipment as well as rents and sells modular space,neutral
949,currency conversions are based on exchange rates at the time of the deal,neutral
950,currently the terminator lures are produced in a subcontract facility in mexico but the manufacturing will be transferred to s factory in china,neutral
951,oy is a finnish infrastructure and construction service company building maintaining and designing traffic routes industrial and traffic environments but also complete living environments,neutral
952,will also set up two subsidiaries norway as and usa inc,neutral
953,each share is entitled to one vote,neutral
954,each year the dividend is deducted from the subscription price,neutral
955,earnings per share amounted to,neutral
956,has a global network of after market service sites which have a long experience in serving consumer electronics and systems solutions customers,neutral
957,se is listed on the helsinki,neutral
958,electronic versions require hours as each copy is customized to the client with digital controls and custom watermarks,neutral
959,corporation will disclose its financial statements for on thursday february,neutral
960,president of and the head of the trade division will leave his current tasks in spring for a similar position outside the group,neutral
961,ethanol would be made from barley and production could start in,neutral
962,composites in brief composites is a technology company which designs manufactures and markets composite profiles and tubes for industrial applications,neutral
963,is headquartered in in finland,neutral
964,fancy on the move fab glasgow gift and interiors store fancy is moving,neutral
965,financial statements include the consolidated financial statements of the group the board of directors report the auditors report and the corporate governance statement,neutral
966,tm is not a press release service and receives no compensation for its news opinions or distributions,neutral
967,finnish bank of land will launch its pension savings account at the beginning of june,neutral
968,finnish manufactures approximately seven forest machines monthly and about half of machines are exported,neutral
969,has six ships under construction in china with deliveries scheduled between the first quarter of and the final quarter of,neutral
970,will announce in week of what measures it will take to tackle the situation,neutral
971,following the issue the new shares will constitute percent of the firm s capital,neutral
972,founded in is one of the world s oldest airlines and flies to destinations with a fleet of aircraft employing people,neutral
973,s share is listed on the helsinki mid cap list,neutral
974,grounds for the notification issued capital convertible loan allocation decision by the board on,neutral
975,service supports ten different languages including korean and russian,neutral
976,he confirmed his view on july,neutral
977,however the offering will probably not be made at the current valuation which partly derives from the deal in which the company was merged into a stock market shell,neutral
978,stock exchange release at s capital markets day for institutional investors and analysts is held in september starting at pm finnish time,neutral
979,if starts production there it will need a partner for sawmill operations,neutral
980,in addition to the corporation he is also currently a member of the board of the following companies corporation profile vehicles oy and oy,neutral
981,in future the plant will focus on the production of flange profiles for wind farm towers,neutral
982,corporation stock exchange announcement april at pm invitation to a news conference on s interim report q will publish its interim report for on wednesday may,neutral
983,s second major owner is venture capital firm aura capital,neutral
984,iso is based in the district of the southern part of the city of southern finland,neutral
985,s share in the deal is estimated at some euro,neutral
986,its customers include local companies oy oy oy suomi oy oy and oy,neutral
987,and mike critch the head of north america business unit will report to,neutral
988,headquartered in helsinki finland is an international chemicals group comprising the business areas pulp paper water specialty and coatings,neutral
989,s partner in the project is st petersburg water works,neutral
990,is listed on the nordic exchange in helsinki,neutral
991,lt is operative in finland sweden latvia russia and norway,neutral
992,latvia s shopping mall is a subsidiary of finland s,neutral
993,leed is an internationally recognized green building certification system developed by the us green building council,neutral
994,china and the second largest mobile carrier in the country,neutral
995,will finance the payment of dividends the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the uruguay operations and shares in and by utilising its existing financing facilities,neutral
996,s delivery will include a complete coated board line with related air systems and two winders,neutral
997,most of the dividend will go to the family,neutral
998,shipping is the most likely to remain finnish as the oil sector and its transports are significant for emergency supply,neutral
999,net investment income,neutral
1000,no compensation for its news opinions or distributions,neutral
1001,no financial details were disclosed,neutral
1002,of the company s net sales was acquired in finland in other european countries in asia and in the us,neutral
1003,officials did not disclose the contract value,neutral
