,sentence,sentiment
786,the estimated synergy benefits are at least annually,positive
787,the goal will be achieved via organic growth possibly supplemented by acquisitions,neutral
788,the group s business is balanced by its broad portfolio of sports and presence in all major markets,positive
789,the group s business is balanced by its broad portfolio of sports and presence in all major markets,neutral
790,the objective of the planned measures is to achieve significant savings in the next few years,positive
791,the rebuilds are designed to improve the machines performance and product quality,positive
792,the transaction will have a positive impact of around on earnings which will recognize during the fourth quarter of this year,positive
793,when the situation the company will be able to increase the amount of residential units for sale in st petersburg and moscow in particular,positive
794,this is a repeat order to follow successfully installed elevators in the same delhi metro system spokeswoman told financial news,positive
795,our customers now have the chance to make bookings for all the services they want at one location said of s internet sales,positive
796,sees great promise in the future of,positive
797,the combined activities will create value for shareholders and be good for our employees and customers,positive
798,the trend in the sports and leisure markets was favorable in the first months of the year,positive
799,we continued actively to focus rd and to position our offering away from point solutions towards dynamic solutions stated,positive
800,february finnish industrial machinery company hel said today it will deliver minerals processing equipment and basic engineering to canadian miner northland resources naur,positive
801,january finnish it solutions provider hel said today it has won a m m contract from lithuanian social insurance institution,positive
802,according to finnish pension insurance company was the recipient of over two thirds of the revenue of the pension cover that was under competitive tendering in finland,positive
803,finnish construction group has been awarded two road building contracts by the lithuanian transport administration,positive
804,finnish construction group has been awarded a contract to install heating air conditioning and cooling systems to the new head office of the automobile association in munich in germany,positive
805,finnish flexible packaging manufacturer corporation reports net sales of mn in the first quarter of compared with mn a year earlier,positive
806,finnish forest machinery manufacturer has agreed with on the start of cooperation in latin america,positive
807,finnish paper has been awarded a contract for the rebuild of forest industries pulp mill in malaysia,positive
808,finnish paper has won an order to supply an uncoated fine paper machine to paper in china,positive
809,finnish technology has been awarded several new grinding technology contracts,positive
810,finnish has been awarded a contract to supply and install steel superstructures for the bridge in in sweden,positive
811,municipality has awarded a year contract for property management of about one third of the municipality s properties with a total area of sq metres,positive
812,the shopping center to be opened in st petersburg russia in november will turn the cash flow of finnish department store chain s russian operations positive for the first time in,positive
813,according to atria s president and matti the company s swedish operations significantly improved in the first quarter,positive
814,according to kai the company s newspapers achieved the best financial result ever,positive
815,according to the company agreed with the city administration about lease of the building in its resettlement and construction of a hotel for rooms,positive
816,according to nordic financial group s analyst this makes s portfolio competitive again,positive
817,according to ringman finnish paper companies have acquired knowhow and capacity in paper recycling which has turned out to be a successful strategy,positive
818,according to will most likely try to win customers over from other pension fund providers,positive
819,according to the of bank estonia kraft finland and have been cooperating for more than ten years,positive
820,molybdenum of canada has ordered grinding technology for its molybdenum project in british columbia canada while zinc of has awarded a contract for grinding technology for the project in,positive
821,all of s divisions recorded an operating profit,positive
822,an estimated pct of mobile calls are made from the home and france hopes that pct of its orange clients will sign up for the service by the end of,neutral
823,and the broker repeated its buy rating based on expectations that current restructuring will lead to a clear improvement in performance in europe in,positive
824,arvo the plant s general manager said the application for the new licence was a standard procedure and that he was quite confident about approval being granted,positive
825,as a domestic business is already close to finnish dog owners,positive
826,s comments in conjunction with the interim report as a whole succeeded well in the second quarter of,positive
827,cash flow from operating activities is estimated to be positive,positive
828,says the sale will return its operation to profitability,positive
829,inc c has announced that its global transaction services business has been awarded a new mandate by bank group,positive
830,a vendor of dynamic operations support system software has been selected by as partner for provisioning and activation solutions for mobile services,positive
831,department store sales improved by to mn,positive
832,august extends manufacturing capability with,positive
833,finland s national carrier carried a record million passengers in an increase of percent on the previous year the airline reported tuesday,positive
834,carried a record million passengers in an increase of percent on the previous year the finnish national carrier reported tuesday,positive
835,finnish consulting and engineering group helsinki poy said on wednesday october that it has been awarded a contract by as for the wastewater system of emirate of,positive
836,finnish financial solutions developer corporation helsinki said on tuesday september that it will deliver a complete invoice automation solution to a large us engineering construction and technical services organization,positive
837,finnish handling systems company hel said today that it won a million m contract to deliver hatch covers for ships ordered by norwegian shipowner shipping,positive
838,finnish operator and aker yards have signed a service deal through which will deliver all necessary voice and data services for aker yards in finland,positive
839,finnish steel maker said on july that it won a euro contract to supply and install steel superstructures for bridge project in western sweden,positive
840,has a strong portfolio of international brands which include silva and buster,positive
841,for the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products,positive
842,forestries were also higher driven by yesterday s bullish analyst comment on in dealers said,positive
843,furthermore efficiency improvement measures initiated earlier are now bearing fruit jan lang said,positive
844,global banking news september corporation and bank pink are to cooperate on swift services,positive
845,hearst will be able to consolidate about of all russian market for advertising in press after the purchase,positive
846,and reach some readers or more than of the consumers in the greater helsinki region,positive
847,helsinki said it will upgrade one of s four paper machines at the latter s mill in with a new coating color supply system machine and process controls and quality measurements,positive
848,however will remain available in the markets where it already has been approved as it has marketing or submitted applications in more than countries orion added,positive
849,however the broker gave an outperform recommendation on the stock,positive
850,however the total orders received will still be above last year s levels,positive
851,in accordance with our strategy we strengthened our local presence by establishing a representative office in south africa in october,positive
852,in addition oy will start producing a new membership magazine wise money for the association,positive
853,in future the company intends to look for knowhow from outside the company and to cooperate with other actors in the sector,positive
854,industry investment is very interested in s solar energy projects,positive
855,it also has potential clients in the growing environmental and recycling technology sectors,neutral
856,it is now the leading private road ambulance service company in finland,positive
857,known as post bank the concept would see fidelity bank rolling out offices in ghana post premises to provide financial services to the people,positive
858,s factory located at a suburb to the west of is a fully integrated facility which gives it the capability to address costs,positive
859,last year invested in ibm product knowhow in the building of portal and trading place systems and successfully implemented customer solutions supported by it,positive
860,adp news oct finnish consulting and engineering company said today it was awarded a million m extension to their existing consultancy engineering contract with,positive
861,adp news oct finnish food company said today that its net profit jumped to million m for the first nine months of from million for the same period of,positive
862,adp news sep finnish security and privacy software solutions developer said today that it won a million m order to deliver its network security products to an unnamed russian te,positive
863,meanwhile philippines inc was also awarded a operation and maintenance om contract by fr cement corporation,positive
864,meanwhile said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout,positive
865,paper s delivery will comprise an advantage tissue machine including quality control and distributed control systems,neutral
866,net sales in totalled million and the operating margin was above,neutral
867,nevertheless fitch notes that the business fundamentals of the three banks currently remain sound,positive
868,controls more than percent of phone sales in india and africa and has a strong on most other emerging markets,positive
869,will provide turnkey services including civil works network planning implementation and integration of a network,neutral
870,nordic business report june corporation wins equipment order in australia m communications the finnish engineering and technology group corporation said on monday june that it has received a equipment order in australia,positive
871,of the sales price a sales gain of some euro will be recognized in s earnings for,positive
872,s net profit for the second quarter of jumped to euro from euro a year ago,positive
873,s board of directors decided on december on a new incentive and commitment plan for members of the management team,positive
874,pioneer library system was one of libraries municipalities arts culture and higher education and science organizations to have been awarded grants to participate in the big read the largest federal reading program in us history,positive
875,pretax profit jumped to million from million,positive
876,profitability was compared to in the period,positive
877,corporation has received orders worth over million from in russia,positive
878,recovery has been evident in the liquid handling business particularly in areas outside europe and primarily in north america and asia,positive
879,sales improved to mn compared with mn,positive
880,finland based company has awarded contract for specialist agricultural or forestry machinery,positive
881,april has given a buy recommendation on swedish industrial company ab b with a share price target of,positive
882,and dominated the list of bestselling handsets with five models each,positive
883,speaking to today a spokesperson for said we have performed very well in all four countries we operate in namely finland estonia latvia and lithuania,positive
884,sports equipment sales also progressed well owing to the prolonged winter season,positive
885,has widened the scope of this cooperation to estonia and latvia,positive
886,will record a capital gain of million as a nonrecurring financial item in its fourth quarter results,neutral
887,tele gave a buy recommendation on mobile operator tele ab and a share price target of crowns euro,positive
888,that topped consensus forecasts for earnings of euros a share,positive
889,the acquisition of will bring a significant positive nonrecurring addition to the group s performance,positive
890,the acquisition will have an immediate positive impact on s financial result,positive
891,the amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the company,positive
892,the australian company nickel has awarded technology a contract for grinding technology for its nickel sulfide project in state brazil,positive
893,the broker has initiated both ag and with buy recommendations with and price targets respectively,positive
894,the buyer aims to thus reinforce its position in denmark group managing director said,positive
895,the companies have agreed on cooperation to harvesting in s eucalyptus plantations in southern china,positive
896,the company aims to maintain this trend in profitability during the current year,positive
897,the company also said that in poland a profitability program has been launched at the steel frame and sandwich panel plant,positive
898,the company has established a g base station at about feet at the foot of mount everest that will enable mountain climbers at the foot summit to surf the internet and even send videos of their exploits,positive
899,the company is also featured in the pioneer investment register and included in s global list of the world s most sustainable corporations,positive
900,the company s goal is to achieve annual savings of million m of which two thirds are to be realized in,positive
901,the company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of,positive
902,the company will also be compensated for acting as a reserve batch plant,positive
903,the group also has a strong global position in other fishing categories,positive
904,the group s cash flow from operations will be positive,positive
905,the mill has long traditions and holds an established position in the markets,positive
906,the move is aimed at boosting sales and market share in finland,positive
907,the newspapers of alma media and arena partners will enter a cooperation agreement on using alma s marketplace services in their respective regions,neutral
908,the original name ml as a subsidiary of the finnish group has been changed to ml components and the company has seen a growth in q in comparison to q,positive
909,the parties have also agreed on options that allow uh to extensively implement later on also functionalities of human resources management,positive
910,the pilot project proved that technology is ideal for our purposes comments material handling supervisor at,positive
911,the planned facility estimated to cost around million would be the largest plant in the world and use palm oil certified by the roundtable on sustainable palm oil,positive
912,this combined with foreign investments creates interesting opportunities for,positive
913,this is done logistics largest order in norway the diversified group said,positive
914,this resulted in improved sales figures in sweden,positive
915,to choose as the tools for our financial service seemed like a natural continuation of our cooperation says financial applications manager oil corporation,neutral
916,under the agreement will provide hotel information and reservation services to visitors to china including such popular cities as and shanghai,positive
917,also said it expects net sales of million for compared with million recorded in,positive
918,validating our client through signed represents a significant step forward in accomplishing this goal,positive
919,won the contract in october and the plant will be installed at in the region of russia about km northeast of moscow russia,positive
920,we are honored to be recognized by as a specialist in business process modeling and analysis in the company of many of the largest software vendors in the world,positive
921,we are now in a position to pursue novel clinical candidates going forward,positive
922,upgraded to inline from by,positive
923,consumers have very well received our packed fresh meat,positive
924,demand for sports equipment was good in,positive
925,last year recorded a percent growth on the asian sector carrying more than million passengers between the two continents,positive
926,the additional flight linking with helsinki was dictated by the strong traffic demand between asia and europe,positive
927,the lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients,positive
928,the new structure provides better communication faster and cost savings said,positive
929,this contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries such as oil shale processing,positive
930,we are pleased to deliver the invoice automation solution to a major retail company in the us,positive
931,we have tailored our solutions to meet s technical requirements and the result is both manufacturing and reflectors,positive
932,we been feeling quite positive about the region as a whole,positive
933,december finnish industrial machinery company abp hel said yesterday it had won an order to design a liquefied natural gas powered platform supply vessel for norwegian oil service provider offshore asa,positive
934,s listed food industry company group controlled companies in the improved revenues by mn to mn in from mn in the year before,positive
935,finnish airline has won a deal with the public sector to be the official airline for flights from london to osaka in japan as well as flights between manchester in the and helsinki in finland,positive
936,finnish has been awarded a significant order for a total of loader cranes by bae systems in the us,positive
937,finnish s has received a significant order from the us department of defense,positive
938,finnish has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the zinc smelter in bulgaria,positive
939,finnish has been awarded an engineering contract by the national railway company of,positive
940,according to a report by finland s customers are interested in buying the company s products when it restarts production,positive
941,as a result the distribution companies will start to distribute in addition to their current product offering reels rods and other fishing tackle products on an exclusive basis,positive
942,germany has been awarded a contract by for chassis bodies under open procedure,positive
943,is happy with the company s performance in,positive
944,deliveries have started and the network will be ready for a launch soon,positive
945,earnings per share for the quarter were also higher at versus and above market expectations of,positive
946,for the year improved to as compared with in,positive
947,estonian company s customer numbers cross oct the estonian telecommunications company won approximately new clients in the nine months of this year bringing the number to by the end of september the company said,positive
948,composites growth prospects remain favourable however,positive
949,fi is developing cooperation in keyword advertising with,positive
950,finnish construction group hel said today it has won a contract to provide technical services for the centre shopping mall to be opened in november in st petersburg russia,positive
951,finnish mobile operator will function as a subcontractor to and will be responsible for telecommunications connections,positive
952,finnish software developer said on november its us subsidiary inc won an order to provide software for contract management to an unnamed us medical technology company,positive
953,s subsidiaries in france and germany will also benefit by for example arranging customer events in conjunction with world cup skiing competitions,neutral
954,however sales volumes in the food industry are expected to remain at relatively good levels in finland and in scandinavia atria said,positive
955,and aim to enter into actual agreement to transfer the production to the buyer in february in order to complete the transfer on march,positive
956,mr said john deer former timberjack stands to win in the situation it controls around of estonia s forest machinery market,positive
957,and will work together to bring a superior mobile gaming experience for customers,positive
958,sees a return to positive growth for the baltic countries in,positive
959,operating profit improved by to mn,positive
960,operating profit improved by to mn from mn,positive
961,operating profit improved by to er mn from mn in,positive
962,operating profit improved to mn from mn,positive
963,s chief executive juha expressed his confidence in china market,positive
964,previously the company anticipated its operating profit to improve over the same period,positive
965,productional situation has now improved,positive
966,said construction group has awarded it a contract to supply the steel structures for a new bridge spanning the river in northern finland,positive
967,sales came in at compared with and also beating consensus forecasts of,positive
968,sales vat inclusive expanded by percent to million euros,positive
969,strong growth has continued also in china,positive
970,synergy benefits will start to materialise in the second quarter,positive
971,and sentry have formed an integration partnership between sentry s advanced degree immersive camera product line and s enterprise video management systems,positive
972,thanks to the multiplying effect of wagon performance transport will be much more efficient says development manager juha from vr cargo,positive
973,the buy recommendation was reiterated,positive
974,the aim is to achieve mn yearly savings,positive
975,the borrower was happy to do the roadshow and this paid off as the hit ratio from it was high,positive
976,the company which makes garden tools scissors and other consumer goods said earnings were boosted by of income it received from its pct in finnish engineering group,positive
977,the company anticipates its turnover for the whole to surpass that of the previous year when it was million,positive
978,the company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on september,neutral
979,the improved to from,positive
980,the expansion aims to attract new customers both in finland and abroad,positive
981,the federal secretary for transport and communication of mexico has awarded and its mexican partner a consulting contract in connection with the suburban railway,positive
982,the financial impact is estimated to be an annual improvement of m in the division s results as of fiscal year,positive
983,the financial impact is estimated to be some annual improvement in the division s result starting from fiscal year,positive
984,the finnish group anticipates a sales gain of after tax and expenses,positive
985,the launch of the plant in june went well and it has been producing the advanced fuel for a couple of weeks,positive
986,the parties have agreed to negotiate definitive distribution and license agreements by the end of june,positive
987,the rationalization of the operations seeks to achieve over million in yearly savings as from the second quarter of the current financial year,positive
988,the sale which will result in a gain of some million in the second quarter of for supports the finnish company s strategy to focus on pharmaceutical wholesale and retail operations,positive
989,the stock of new machines is reasonably small and new orders bring work,positive
990,the third order awarded to technology is by zinc of for the project in,positive
991,these companies will be able to keep their market positions,positive
992,this acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services,positive
993,this lays a foundation for sustainable business development for the long term,neutral
994,finland based company has awarded contract to oy for electrical installation work,positive
995,the world s biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company s operations resulting in annual savings of some euro million us million,positive
996,these moderate but significant changes resulted in a significant reduction in the estimated risk,positive
997,improved its performance in spite of the decrease in residential construction in the us,positive
998,the inventor was issued us patent no,neutral
999,israeli cable network operator hot has chosen an international technology group as its exclusive provider of equipment in israel according to today,positive
1000,corporation stock exchange release may at am corporation s directed share issue was subscribed in full the board of corporation has approved the subscriptions of directed share issue,neutral
1001,sports divests an industrial site in france this announcement is distributed by on behalf of clients,neutral
1002,simultaneously his responsibility area is extended from legal affairs to cover also mergers and acquisitions,neutral
1003,the board of directors has proposed the extraordinary general meeting to authorise the board to decide on the issuance of a maximum of mn new shares in one or more share issues,neutral
1004,bg crane has been a strong partner for in australia for many years,neutral
1005,once your plants are in the ground they will continue to grow but the success of any garden lies in how well it s maintained,neutral
1006,the purchase of sites worth million in the thames gateway will provide more than homes,neutral
1007,s contract includes engineering management civil and detail engineering services and time scheduling and procurement services,neutral
1008,the group brand portfolio includes the leading brand in the industry and other global brands like storm blue fox and,neutral
1009,it s and to my opinion really fast,neutral
1010,thanks to my and lulu i am now proud to be a published his novel can be found here,neutral
1011,the summer collection will be joyfully fresh like a vitamin injection said hm s head of design van den bosch,neutral
1012,a maximum of employees who work in and are responsible for producing geographic information services will be affected the company added,neutral
1013,about corporation was established in and is a core company of group one of japan s leading general trading houses,positive
1014,about is the premier source of us equity trading analysis news and forecasting for the retail and institutional investment community,neutral
1015,has been appointed president of group finland to succeed,neutral
1016,according to doctors should motivate their patients who smoke every time they visit their doctors,neutral
1017,according to the original merger plan would get a stake in the combined business,neutral
1018,according to with a software acquired from crackers it has managed to change the mobile phone in a way that the phone was able to get hold of a onetime password sent by a bank via a text message,neutral
1019,additionally retailers can use the same hardware across all tasks in stores and throughout the warehouse providing substantial savings on support and infrastructure costs,neutral
1020,services include personal care and assistance with activities of daily living skilled nursing and rehabilitative therapies and adult day care,neutral
1021,solution bertrand president and further information solution bertrand president and tel at of our business is dedicated to retail and wholesale business improvement,neutral
1022,alfa group will have of voting stock in the new company and with a free float of,neutral
1023,all are welcome,neutral
1024,altogether subjects with mildly elevated cholesterol levels participated in the long intervention,neutral
1025,an additional amount capped at is payable in cash upon the achievement of certain financial performance targets in,neutral
1026,born will replace who has worked as acting healthcare welfare since august,neutral
1027,at capman will be responsible for group finances and accounting and it,neutral
1028,by implementing the software the finnish army aims to unify and improve its operations in these application areas software stated,positive
1029,systems corp their madison square garden division owns and operates the new york knickerbockers basketball team they also own the madison square garden arena the new york rangers hockey team the new york liberty women s basketball team and the hartford wolf pack hockey team,neutral
1030,capman has six investment areas capman buyout capman technology capman life science capman russia capman public market and capman real estate and each of them has a dedicated team and funds,neutral
1031,capman press release march president of the nordic exchanges and the stockholm stock exchange will transfer to capman effective no later than september,neutral
1032,cents the profile contains business operations the company history major products and services prospects key competitors structure and key employees locations and subsidiaries,neutral
1033,conference call to participate via a conference call please dial in minutes before the beginning of the event europe or usa,neutral
1034,construction is scheduled to start in and to be completed in early,neutral
1035,tm is a fully independent proprietary news wire service,neutral
1036,finnish civil aviation administration decided to temporarily reopen finnish capital s helsinki airport since pm to pm monday local time,neutral
1037,the world s scissors brand tm recently won learning magazine s teachers choice award for the classroom,positive
1038,founded in strand associates which provides civil environmental transportation electrical and mechanical engineering services has employees at offices in wisconsin alabama illinois indiana kentucky and ohio,neutral
1039,s office acknowledged receiving the letter but declined comment,neutral
1040,he believes that the have a good chance of entering the market,positive
1041,he does not believe however that or atria will start to use imported meat as finnish consumers prefer domestic products,neutral
1042,headquartered in this city the company is nearly years old and focuses on innovation and technology for environmental measurement,neutral
1043,however in march the government of st petersburg passed the front part of the building with the area square metres and a land plot for a hotel worth mn to the company delta,neutral
1044,in lee man had a combined annual production capacity of close to million tonnes of paper and tonnes of pulp,neutral
1045,in the method the smelt spouts are separated from the working area by a shielding wall arranged movable in relation to the smelt spouts,neutral
1046,investments span across various product and investment types including retail hospitality office and residential with interests in realestate portfolios nonperforming loans and corporate,neutral
1047,it also recovers valuable raw material for s water chemical production,neutral
1048,it is necessary to strengthen the company s operations however,neutral
1049,it will use the proceeds from the transaction to achieve its target,neutral
1050,kai chief technology officer says we have been using corporate inside extensively since last fall and we have been very satisfied with the results,positive
1051,last year completed the contract,positive
1052,le lay succeeds walter and will be based in finland,neutral
1053,infra oy s subsidiary ab will perform the construction work which is expected to start in early and to be completed in the summer of,neutral
1054,pacific office properties trust acquires owns and operates office properties in the western us focusing initially on the markets of honolulu san diego angeles and phoenix,neutral
1055,master of jointly developed by siemens networks and and will be actively advertised by maxis in the end of may,neutral
1056,medical devices russia this market analysis gives a clear overview of the actual situation and future outlook of the medical device market in russia,neutral
1057,metrics in scorecard now support date text and values which improve its support for managing projects around performance or content,positive
1058,provides enhanced management of these applications by enabling configuration and control throughout their,neutral
1059,mr managing director of oy states that complements in an outstanding way the current product range of the company,neutral
1060,mr head of s global sales concludes provides a perfect illustration of the variety of business technical and regulatory challenges operators are facing in their today,neutral
1061,oil said that while results from its biomass to liquids demonstration plant commissioned in june have been promising no decision on a commercial plant has been taken,neutral
1062,will continue to invest in future development of qt and will be responsible for commercial licensing and services business,neutral
1063,and specialty papers made by are used in a large variety of everyday products eg in filters wipes flooring labels and tapes,neutral
1064,now has announced the launch of bicycle charger kit that is compatible with all phones that have a mm charging interface,neutral
1065,on the basis of competitive bidding the russian subsidiary of china state construction engineering corporation a construction company owned by china state has been selected as the main constructor,neutral
1066,only this time india s largest has sought out a topic that could spark off a million approaches creativity in emerging markets,neutral
1067,other carriers and handset makers spin it as a positive event that will raise interest for phones and pricier data plans,positive
1068,other potential clients include public administration organizations investing in utility networks and services,neutral
1069,our solutions are fully arabized and our message is that we want to become the it partner of choice for businesses in the region,neutral
1070,pearl plaza the joint venture of and shanghai industrial investment holdings co has concluded the investment decision on construction of the first phase of the shopping center in saint petersburg russia,positive
1071,additional information by martin president industry business group finland tel director investor relations finland tel is a global consulting and engineering company dedicated to balanced,neutral
1072,professional and consumer applications include personal navigation personal safety field and management and asset tracking,neutral
1073,and trainers house will remain as names and independent brands of the business areas,neutral
1074,says the relocation of application programs on servers will continue while hp servers were approved because of hp supplying a solution to,neutral
1075,and the st petersburg government signed a cooperation memorandum in october to set up a in the production zone in the village of in the st petersburg suburbs,positive
1076,structures is all about you and your team and compatible with the windows operating system,neutral
1077,structures bim building information modeling software is being developed according to a plan of improved user experience process and functionality,positive
1078,is the leading telecommunications company in the nordic and baltic regions,positive
1079,the above mentioned shareholders will suggest that a monthly salary of would be paid for the board members outside the company,neutral
1080,the address location is provided to a local controller preferably by wireless transmission which then uses the address location to access the appliance control module,neutral
1081,the aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the canal continues undisturbed,neutral
1082,the bank is also examining the benefits of transferring the swedish business to operate as a branch office so that the operations would be governed by finland s laws,neutral
1083,the company admits that months is a relatively short time when operating in russia,neutral
1084,the company has a wide selection of metal products and services,neutral
1085,the company is in charge of all natural gas storage activities in france great britain and germany,neutral
1086,the cooperation with is expected to lead to the transfer of to the ownership of in time,neutral
1087,the court s decision will also promote genuine competition in services,neutral
1088,the daily graphic newspaper in october reported an initiative being embarked upon by the fidelity bank to partner ghana post which has offices across the country to offer financial services to the unbanked and in the country,neutral
1089,the device can also be used for theft protection and positioning of vehicles boats and other assets,neutral
1090,the donations are granted to university and the universities of helsinki eastern finland and and to polytechnics to be announced later,neutral
1091,the estonian beverages maker a le today brought to the market a new premium class beer a le special investing million kroons into its development and planning to sell three million liters of the beer during the next year,neutral
1092,the first phase will be completed by the end of,neutral
1093,the guidance has been set at basis points over the report said,neutral
1094,the invention carries international patent publication no,neutral
1095,the inventors are bylander johan and,neutral
1096,the inventors are krishna and,neutral
1097,the inventors are ridge justin and,neutral
1098,the issuer is solely responsible for the content of this announcement,neutral
1099,the issuer is solely responsible for the content of this announcement,neutral
1100,the market making in accordance with the agreement will begin on september,neutral
1101,the offer price is million including cash of million as net debt assumption of face and million worth of shares to be issued to,neutral
1102,the ore body is sufficient to support anticipated production for at least years,neutral
1103,the original patent was filed in finland under application no,neutral
1104,the relocation of has already started and will be completed in the next few weeks with the and tortue moves planned for mid and europe during the third quarter of,neutral
1105,the report provides a comprehensive insight into the company including business structure and operations executive biographies and key competitors,positive
1106,the rewards to be paid on the basis of the earning period will correspond to the value of a maximum total of corporation shares including also the proportion to be paid in cash,neutral
1107,the right margin will be viewed separately in detail with every customer,neutral
1108,the service also enables users to watch in format en is enhanced with addition languages to choose from,neutral
1109,the services also give the supplier opportunity to invoices receive orders electronically to send order confirmations and to upload and create electronic catalogues,positive
1110,the swedish subsidiary holds net smelter return royalties over two advanced copper projects in northern sweden the and projects being developed by avalon minerals,neutral
1111,the total investment in the plant extension will amount to around million euro and s share of the investments will be worth around million,neutral
1112,the value of the deal exceeds the company said,neutral
1113,this implementation will upgrade the existing system enabling and video mail to be housed on the same platform,neutral
1114,this is the second successful effort for the financial investor this year,positive
1115,travel expenses would be reimbursed in accordance with the travel policy of the company,neutral
1116,welcome,neutral
1117,wellness services will be important in the future,neutral
1118,you need to be ready when the window opens up said,neutral
1119,inspires you to color your life,neutral
1120,has awarded contract to for financial systems software package,positive
1121,cf pty became a substantial holder in consolidated mines nl on january with million shares pc,neutral
1122,raffles equities became a substantial holder in archer exploration on january with million shares pc,neutral
1123,for moving into the new headquarters signifies the beginning of a new era,positive
1124,we respect their decision the discussions are now closed said kai alma media s,neutral
1125,directors and shareholders alike should ask why these practices were allowed to continue,neutral
1126,every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium at production cost a letter of intent said,neutral
1127,i m happy with the outcome said after the hearing,positive
1128,installation of the automatic varnishing line is an important part of the company s strategy in the region of central and eastern europe said the director of,positive
1129,it allows the young child to move forward with his life,positive
1130,our decision and resolve on is only stronger she continued,positive
1131,the issues identified by affect a range of content inspection technology,neutral
1132,they want my credit card info and my personal details,neutral
1133,we hope to clarify our policies to finnish businesses where there are any gray areas said,neutral
1134,we will now after the relevant authority approvals make a mandatory bid as required by the finnish securities markets act,neutral
1135,november finnish textile and clothing company hel announced on friday the opening of its first concept store in seoul in cooperation with japanese sector player look inc,positive
1136,a broad range of connectivity options including g and gives consumers high speed access to the internet,neutral
1137,a new production line is being completed for the contract production of hormone treatments,positive
1138,a quick to understand the company,neutral
1139,about is a service for smart travellers,neutral
1140,about se is a leading electronics manufacturing services ems company in the communications technology field,positive
1141,about is a pioneer in mobile telecommunications and the world s leading maker of mobile devices,positive
1142,about corporation corporation is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations,neutral
1143,according to sweden s minister for local government and financial markets mats odell the decision to sell the state s shares in group can only be carried out in cooperation with the state of finland,neutral
1144,finnish beverage company is introducing a new long drink golden long drink in the market in finland in the spring of,neutral
1145,finnish a developer and provider of solutions products and technologies for location based services has preliminary agreed on a mn funding with its leading investor,positive
1146,finnish diagnostics is launching new quick tests to ensure the safety of food,positive
1147,finnish is selling its precision tube and automotive component processing unit carl in germany to german industries,neutral
1148,finnish corporation that makes wet wipes and flexible packaging is starting negotiations at its plant in finland to lay off about employees,negative
1149,swedish family controlled investor has bought a large stake of c shares in swedish retail bank,neutral
1150,according to some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed,negative
1151,according to the software will protect users from hackers viruses and other digital attacks,neutral
1152,according to capman s corporate governance the majority of the committees members shall be independent of the company,neutral
1153,according to technical services the measure is above all due to the employment situation,neutral
1154,according to japan s managing director marko exports about ready made log houses to japan a year,neutral
