,sentence,sentiment
1154,the cooperation will involve arena partners buying a share of the new joint venture company operating in alma media s home sales vehicle and consumer advertising marketplace businesses,neutral
1155,the deliveries started in april and will be completed in,neutral
1156,the desk will reach its full planned strength of ten persons in autumn,neutral
1157,the dividend is payable on february to shareholders of record on january,neutral
1158,the dividend will be paid on april to each of the shareholders who on the record date of april have been entered in the list of shareholders kept by the finnish central securities depository,neutral
1159,the delivery combines the competencies and services from media processing network and digital innovations business areas,neutral
1160,the million nonrecurring expenses have been recorded for the third quarter,neutral
1161,the event can be followed online via orion s finnish at as well as via the live web service at,neutral
1162,the extraordinary general meeting is expected to take place no later than february,neutral
1163,the first installment of the cinema series concludes with a profile of finnish inventor linden whose personal artistic journey and work at has led to dozens of design awards,neutral
1164,the first of the two project phases is expected to be completed by the end of,neutral
1165,the group intends to relocate warehouse and office space in and saint marcel to in the east of the country where it already operates a hook manufacturing and distribution unit,neutral
1166,the group owns and operates a fleet of more than dwt while container capacity is and manages a diversified fleet of its own railway rolling stock of over units,neutral
1167,the handset also features a media bar for quick access to favorite media and applications including music photos or share,neutral
1168,the hayward target designs active casual and dress footwear as well as boots and sandals,neutral
1169,the important thing now is to keep the bank s existing customers,neutral
1170,the building will be located close to downtown in the immediate vicinity of and the travel center and within walking distance from the heart of the city thanks to the trade fair bridge,neutral
1171,the interchange of is a part of publisher s goal to enhance job circulation in all personnel groups,neutral
1172,the joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms,neutral
1173,the investment is to be completed in late and the investment in the spring of,neutral
1174,the group headquartered in helsinki finland operates in all sectors of the construction industry civil engineering building contracting technical building services and the building materials industry,neutral
1175,the group headquartered in helsinki finland operates in all sectors of the construction industry civil engineering building contracting technical building services and the building materials industry,neutral
1176,the group focuses on creating value chain from upstream to downstream encompassing a wide variety of business fields including oil gas metals mineral resources foods pulp paper and chemicals among others,neutral
1177,the most interesting export markets will be russia the baltic countries and scandinavia,neutral
1178,the most popular mobile data services are email surfing the internet as well as news and weather services,neutral
1179,the new b shares carry the right to dividend and other shareholder rights with effect from today,neutral
1180,the objective of the st petersburg office is first to boost the company s maintenance business,neutral
1181,the office space will rise above the remodeled cannon street underground station,neutral
1182,the official opening of the office located in prague will be celebrated on may,neutral
1183,the oil shale solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel shale oil technology processing plant,neutral
1184,the opportunity will be available only for few employees however,neutral
1185,the order includes a steel frame roof structures and partition wall elements and said it expects to complete installation as early as may next year,neutral
1186,the pulse oximeter is a common device to check patient saturation level and pulse rate,neutral
1187,the plant would use palm oil certified by the roundtable on sustainable palm oil,neutral
1188,the port operator however favors retaining the port fees in citing the owner the of estonia the port to pay mn mn mn in dividends to the state in and another mn in,neutral
1189,the price for logs has clearly improved from and also the price of pulpwood has gone up,positive
1190,the product s folding maximizes weather resilience and enables a seamless roof finish,neutral
1191,the program included operational improvements and reductions in personnel mainly in the netherlands,neutral
1192,the project is expected to be completed in,neutral
1193,the reason for this is st petersburg status as a capital one of the participants in the meeting quoted as saying,neutral
1194,the report goes on to provide detailed profiles of ten leading european specialty chemicals companies and brief profiles of other major players,neutral
1195,the report profiles companies including many key and niche players worldwide such as black decker corporation corporation brands inc outdoor products inc group technologies inc the company and van group inc,neutral
1196,the report profiles companies including many key and niche players worldwide such as black decker corporation corporation brands inc outdoor products inc group technologies inc the company and van group inc,neutral
1197,the russian government will contribute of the necessary funds he said,neutral
1198,the sale will allow to focus on its recently announced takeover of smithfield holdings the european unit of smithfield foods inc of the us,neutral
1199,the scope of the project is to find the most method for phosphorous removal and to deliver the storing and dosing equipment which can be used in continuous operation at the plants,neutral
1200,the server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones,neutral
1201,the share of the share capital of both above mentioned shareholders remains below,neutral
1202,the shares carry a right to dividend and other shareholder rights as from their registration with the finnish trade register,neutral
1203,the shares shall be repurchased through public trading for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders,neutral
1204,the shipyard hopes the regional government in can offer its some form of financial support,neutral
1205,the solutions will be used for upgrading the networks of a russian in different cities in russia,positive
1206,the product family was designed to provide the full benefits of a unified management system including shared logging reporting and auditing,neutral
1207,the subsidiary is setting up a facility for manufacturing interconnection printed circuit boards or at s special economic zone at near,neutral
1208,the subsidiary will be responsible for filter sales local assembly of filters and after market services in china,neutral
1209,the total number of shares in the company will be group offers its customers comprehensive solutions in the environment,neutral
1210,the total value of the project is valued at bn bn bn,neutral
1211,the trade is in accordance with the agreement announced on march,neutral
1212,the transaction is expected to be completed next spring,neutral
1213,the trucks feature an eco drive system a fuel measuring tool which stores data particular to individual drivers,neutral
1214,the veneer and plywood industry in sweden is quite small despite the raw material resources,neutral
1215,the writing and publication of s history is a continuation of earlier collaboration between and the company,neutral
1216,these products include personal communications products such as mobile phones and their parts home communications products such as boxes and electronics for flat panel as well as communications networks products such as amplifiers and microwave systems,neutral
1217,they re in a race with to get lots of users onto their service as social networking creates new business models said martin garner a analyst with insight,neutral
1218,through this transaction we are able to participate in developing the industry,positive
1219,thus the group s balance sheet will have about m of goodwill the company added,neutral
1220,to check them out or to make a bid they will be in the showroom fortitude valley,neutral
1221,is one of the world s leading printing paper producers with production in countries and a sales network covering more than companies,positive
1222,maintains its guidance for,neutral
1223,utah s capital wanted to be the next us headquarters of sports corp a company,neutral
1224,stock exchange release the annual general meeting of decided on march to approve the company s annual accounts for,neutral
1225,we are pleased to invite you to join s international conference call at pm,neutral
1226,we warmly welcome him to states jussi chairman of the board,positive
1227,is preparing an appeal in the issue and has asked the court for clarification of the judgement,neutral
1228,what would you like to see changed on s next attempt,neutral
1229,when completed the meter watchtower will be the highest building in ireland,neutral
1230,viking will pay million for the new ship which will be completed in january,neutral
1231,designed by patricia burt this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes,neutral
1232,you are warmly welcome,neutral
1233,approval by shareholders of in accordance with finnish law,neutral
1234,has an interesting growth strategy which we support,neutral
1235,bank gave a neutral recommendation and a share price target of crowns euro on swedish lock maker ab,neutral
1236,as a part of the business promise the e has been equipped with a variety of email solutions in a small and stylised package said dave general manager enterprise solutions,neutral
1237,as defences mature attackers develop trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing screen shots video captures and injection of form fields,neutral
1238,i warmly welcome michael to,positive
1239,is just interested in bring to the market,neutral
1240,our aim is to understand different traffic patterns based on the use of each building,neutral
1241,our approach is very much to only use raw materials that are produced in line with the principles of sustainable development,neutral
1242,our was especially developed for use by communities and organizations,neutral
1243,social networking and service trends comprise a significant share of the internet traffic today and are appealing to mid users,neutral
1244,the acquisition of bank makes strategic sense for db says lindsey director of fitch ratings s financial institutions group,positive
1245,the bond gathered subscriptions from some investors and the issued amount can be considered substantial taking into account the main target group retail investors said,neutral
1246,the is a great product,positive
1247,the industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for service to your wireless handset he wrote,neutral
1248,the intel atom processor has had tremendous success in the marketplace since its launch over years ago said director of global ecosystem programs for intel corp s ultra mobility group,positive
1249,tom has a long and successful career in the drives business and he knows the american market,neutral
1250,with this new version it is very important for us to introduce a bim process that is based on the detailed building information model,neutral
1251,dinner the conference program can also be viewed as a live audio through the internet pages at,neutral
1252,october finnish paints and coatings company hel announced today the launch of method for protection of wooden surfaces via treatment with ultra pro waterborne products,neutral
1253,a cut above bring the outdoors in with these coasters,neutral
1254,a downloadable instruction sheet instructional video and project ideas for the everywhere punch tm window system can be found at,neutral
1255,a new light variety of marketed under the atria brand name is now available to consumers in finland,positive
1256,a plumbing business has announced it is sponsoring a professional darts player,neutral
1257,a le special was developed for the bicentenary of the company and the trade mark the brewer said,neutral
1258,estimations indicate that even up to different tablet computers or reading devices will be available in,neutral
1259,finnish construction company corporation is planning to build about holiday homes near the ski and spa resort in finland,positive
1260,after piloting the instrument will be further developed according to the experiences gained,neutral
1261,and when it has lifted the veil on the various types of customer for which it designs its phones the result is social stereotyping taken to a fine art,neutral
1262,another noticeable thing is that the search for and brands was mostly related to broadband connections,neutral
1263,as an overall effect of the abovementioned measures will recognize nonrecurring expenses of million in the fourth quarter of,neutral
1264,has also investigated the sales opportunities of s electronics business,neutral
1265,at a press conference board chairman nils explained that had been chosen for its experience in the it sector as well as its financial strength,positive
1266,at the beginning of the subscription period on may the share subscription price under b option right is per share,neutral
1267,back then s former owner finnish chemicals company hel distributed an stake to shareholders to facilitate the divestment and listing of,neutral
1268,based on negotiations with personnel some have indicated their willingness to move to the new location,neutral
1269,both mr and mr ignatius will be responsible also for the newspapers business result,neutral
1270,will continue to be responsible for the maintenance and technical development of the services,neutral
1271,changes to the models from the design were communicated to the subcontractors to accommodate them into the steel and glass reinforced concrete fabrication process,neutral
1272,currently builds a housing estate square metres in the city and a house square metres which will be completed at the end of,neutral
1273,customers in a wide range of industries use our stainless steel and services worldwide,neutral
1274,demonstrations of the broad capabilities of the mobility business suite will be organized during the world congress in barcelona from february th to th,neutral
1275,each option right entitles the holder to subscribe for one new share at a subscription price of during the subscription period which ends on december,neutral
1276,elite residence tower a new development by is located at the heart of marina,neutral
1277,europe needs new large paper machines,neutral
1278,wants to serve its industrial customers with individual products,neutral
1279,finnish bank bank hel said today that it will issue a million m bond viii research stars viii on october,neutral
1280,finnish diversified holding company said on september that it will sell the finnish tape business of its unit to local oy ab,neutral
1281,finnish retailer has won approval from the board of swedish rival for a public tender offer with the aim of expanding the companies presence in russia and other cee countries said monday,positive
1282,finnish software and hardware developer hel or said today it will temporarily lay off up to people for a maximum of day in finland aiming to achieve cost savings of million m in the second half of,negative
1283,from to the far corners of the world was established in by a group of master builders in helsinki as a specialist business and subcontractor,neutral
1284,a developer of security solutions as a service through internet service providers and mobile operators announced results from its annual online wellbeing survey,neutral
1285,furthermore the company will sell the warehouse and office buildings in and saint marcel and lease new joint premises for these operations in,neutral
1286,ranked before local cooperative banks and in customer loyalty this time too however,positive
1287,he is resting comfortably and is looking forward to getting back to work,neutral
1288,if the employee leaves the company within the duration of the cover the money invested to ensure commitment is returned to the company,neutral
1289,in recorded revenue of approximately billion and had a staff of,neutral
1290,in accordance with the terms and conditions of alma media s option program the share subscription price for the a option rights was per share and the book countervalue per share,neutral
1291,in addition to supplying a new headbox and a modern sizing and coating unit group will provide erection supervision training and startup services,neutral
1292,in finland offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance,neutral
1293,in s vision the most important reason for the transaction is russia,neutral
1294,in stead of being based on a soft drink as is usual the energy drink is made with fresh water,neutral
1295,in the the merger of the businesses of the two is expected to be completed in early,neutral
1296,in the next few years the sector s share of electricity consumption will be raised by the increase in the popularity of,neutral
1297,in the video above s design manager explains that the brands are a natural fit for each other because they both have a timeless style,neutral
1298,it also confirmed its earnings guidance for the whole issued in its report for the whole,neutral
1299,it also has strong assets in electronic media employing an increase of percent on last year,positive
1300,it is resin with real trebles and is cm long by cm deep from top to bottom of the middle hook,neutral
1301,it is part of the development of the magnetite deposit at which has the known potential for over million metric tons of annual processing of magnetite over its estimated year life,neutral
1302,it is the last running which is to be replaced with a joint project between intel and the open source community,neutral
1303,it makes a wide range of mobile devices with services and software that enable people to experience music navigation video television imaging games and business mobility,neutral
1304,it offers advanced machinery maintenance and process development services to the pulp and paper industry in northern china,neutral
1305,it operates under three distinct brands united supermarkets market street and united,neutral
1306,it s an area that is highly valued because most of the land there has already been built on,neutral
1307,bank will publish its annual results for before markets open on thursday january,neutral
1308,london and european brokers recommendations issued today as collated by news from a range of market sources,neutral
1309,the fine print is here,neutral
1310,m and a master of business administration,neutral
1311,is a front runner in providing innovative solutions and customer service designs and supplies interior solutions for working environments and public spaces,neutral
1312,more than special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral
1313,ms will be responsible for s hr functions and for their development in all of the group areas,neutral
1314,expects to complete turbo g deployment in these areas this year,neutral
1315,new delhi july timo and of m real finland have developed novel markings and methods of producing the same,neutral
1316,siemens networks provides mobile and fixed network infrastructure communications and networks service platforms as well as professional services to operators and service providers,neutral
1317,will continue to invest in future development of qt for the benefit of all users both commercial and,positive
1318,of these shares are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to,neutral
1319,on the other hand finnish sawmills production has decreased even more,negative
1320,one of the installed elevators will be a elevator which enables more efficient use of the building s core space,positive
1321,one of the opportunities would be to bring all baltic meat processing to like processing was concentrated at the unit in finland the paper wrote,neutral
1322,s scope of delivery covers the engineering supply of special equipment and services for a calcination plant with two circulating fluid bed,neutral
1323,s scope of delivery includes design basic engineering and supply of proprietary equipment for a sinter plant with a grate area of square meters,neutral
1324,participants at any of the book discussions or other special events or visitors to the car dealership were eligible to enter the drawing for the silver,neutral
1325,will become part of light meals unit,neutral
1326,pharmaceuticals belgium this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in belgium,neutral
1327,pharmaceuticals czech republic this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in czech republic,neutral
1328,pharmaceuticals italy this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in italy,neutral
1329,pharmaceuticals netherlands this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in netherlands,neutral
1330,pharmaceuticals poland this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in poland,neutral
1331,pharmaceuticals spain this market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in spain,neutral
1332,product coverage baked goods biscuits breakfast cereals data coverage market sizes historic and forecasts company shares brand shares and distribution data,neutral
1333,quality chargers under brand are sold in selected retail stores and other sales locations worldwide,neutral
1334,corporation a leading fishing tackle and sporting goods manufacturer and distributor is the main owner of with its,neutral
1335,reporting in accordance with the merged business operations will start as of january,neutral
1336,has an agreement to transfer its stakes in and the five into the trust management of inter,neutral
1337,russia wants to utilise its huge forest reserves in a very different way from what has been done so far,neutral
1338,is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions,neutral
1339,s group s loyal customer magazine came second with readers and corporation s daily newspaper was third with readers,neutral
1340,chief business excellence officer eng,neutral
1341,transferred the sale to a greater extent than last year to february and this is reflected on the january sales figures,neutral
1342,of the invention furthermore is the use of the cyclone for separating partly molten particles,neutral
1343,taking a cue from the playbook of the east lions we created a special team of style players such as jeans tummy tops and of course cowboy boots,neutral
1344,s defense business employs over persons and is located in finland,neutral
1345,will organize an information meeting for analysts and media at helsinki meeting room the same day at pm light lunch will be served,neutral
1346,the aim is to convert the plants into flexible manufacturers of new and technologically demanding products,positive
1347,the aim is to develop application solutions,neutral
1348,the annual general meeting approved a dividend of per share that is a total of million,neutral
1349,the annual general meeting approved that the yearly remuneration for the members of the board of directors shall remain at for the chairman of the board for the deputy chairman of the board and for other members of the board,neutral
1350,the board machine which will have a wire width of m and a design speed of will produce close to tonnes of folding boxboard per day,neutral
1351,the board of directors also proposed that a dividend of per outstanding share be paid,neutral
1352,the change in holdings in accordance with chapter section of the finnish securities markets act is described below,neutral
1353,the company also appointed leif head of the special plate unit which includes the quarto plate units in sweden and new castle usa the unit in germany as well as and prefab in avesta and plate service centre nordic in,neutral
1354,the company designs manufactures and markets advanced composite products for industrial applications and consumer goods such as alpine and nordic walking poles sticks and antenna radomes,neutral
1355,the company had earlier said that it was considering different strategic options for the struggling mobile operator including a divestment of its holding,neutral
1356,the company had hoped the new plant would be on stream by the end of,neutral
1357,the company is owned by the state of finland and the european aeronautic defense and space company nv is an international software company that provides solutions for building and construction energy distribution and municipalities,neutral
1358,the company pledged that the new software would render and other documents much as they appear on desktop computers,neutral
1359,the company said offshore segment represented of the total marine engines orders for the period merchant special vessels and cruise and ferry and ship design and respectively,neutral
1360,the company said production volumes so far indicate the circuit is capable of the targeted output rate of tonnes per day or million tonnes a year,neutral
1361,the company said that currently the french distribution unit is located in normandy the distribution unit and line supplier tortue in saint marcel in and the hook manufacturing unit and hook distribution unit europe in,neutral
1362,the construction of a large woodworking facility in the district of the region in northwest russia will begin in and the plant will start production in,neutral
1363,the contract consists of a new building with an area of sq m and renovation of the existing buildings,neutral
1364,the contractor of the shopping center china state construction engineering corporation has previously built eg airports hotels and factories for large international customers in different parts of the world,neutral
1365,the contracts awarded to date in connection with the system amount to a total million,neutral
1366,the corrected chapter is in its entirety below,neutral
1367,the deal strengthens s position especially in the industrial sector and in large investment projects,positive
1368,the deal was worth about mn,neutral
1369,the device offers multimedia performance along with a host of productivity applications including live stock prices,neutral
1370,the event can also be viewed as a live audio at,neutral
1371,the event can also be viewed as a live at,neutral
1372,the first charging stations will be made available already in and a whole network is to be ready in,neutral
1373,the team further provides an intriguing new technology combining gps and technologies together with social networking,neutral
1374,the investment will be worth approximately mn,neutral
1375,the mill is concentrating on getting the line running satisfactorily before restarting its older newsprint line,neutral
1376,the most important export markets are norway germany russia and france,neutral
1377,the most loyal customers were found in the bank of land with an index of,positive
1378,the new system which will include mc from to be used by operatives across shifts will integrate in with the company s existing warehouse management system gold stock which went live in may,neutral
1379,the music store begins trading on tuesday selling singles and albums as well as live music streaming,neutral
1380,the number of customers is one of the most important parameters in determining the price of electricity networks,neutral
1381,the order was valued at over,neutral
1382,the order was valued at m,neutral
1383,the order was worth mn,neutral
1384,the organization that is a member of the russian auto sector union has become active since acquired russian paint company in,neutral
1385,the scan and capture solutions transfer paper invoices into electronic format and business transactions service allows the customer to receive and send invoices in an electronic format,neutral
1386,the parties have also agreed that has the right to sell the remaining shares in to months after the purchase of the majority holding at the earliest,neutral
1387,the pipeline is strong,positive
1388,the potential acquirer is corporation which is a related entity to sav owing to each of sav and being a subsidiary of the finnish group oy,neutral
1389,the prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire shares to the amount determined by the board in advance in the maximum,neutral
1390,the record date for dividend distribution is march,neutral
1391,the mobile applications store was launched in january by mobile innovator a program which enables mobile software developers to create applications for use across mobile devices,neutral
1392,the net sales are expected to be on par with the first quarter of,neutral
1393,the service is intended to allow the people of thirteen mediterranean countries to reach the baltic more rapidly with a single carrier,positive
1394,the solid fuel is heated before sludge is mixed therein,neutral
1395,the study evaluated the safety tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in patients with active plaque psoriasis,neutral
1396,the total donation amount is,neutral
1397,the total investment necessary will be the company estimated,neutral
1398,the total project duration is three years and it is valued at some m,neutral
1399,the total scope of the project is about square metres and it is valued at a total of around,neutral
1400,the uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals,neutral
1401,there are companies which are ready to invest their own funds in this deal such as,positive
1402,they are responsible for their own operations customer relationships and the development of these,neutral
1403,this implementation is very important to the operator since it is about to launch its convergence service in brazil see brazil may,neutral
1404,this is the first time has been awarded an agreement with the government,positive
1405,this organization will assume the responsibility for operations in russia,neutral
1406,three students from sains malaysia have won a study trip to helsinki,neutral
1407,thus the group s balance sheet will have about million of goodwill the company added,neutral
1408,thus the group s balance sheet will have about m in goodwill for the company added,neutral
1409,timo has been appointed new manager responsible for the asset management of s institutional customers in finland,neutral
1410,to achieve synergy targets related to the acquisition is consolidating its manufacturing depot and data services and finance activities currently located in pennsylvania st louis missouri and durham north carolina,neutral
1411,to raise consumer awareness and encourage people to recycle their old mobile devices runs regular recycling campaigns around the world,neutral
1412,to see more of new haven register or to subscribe to the newspaper,neutral
1413,to showcase our capabilities at the mobile world congress we arranged an internal application development competition to entice developers to create new applications,neutral
1414,today we are connecting people in new and different ways fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them,neutral
1415,together they generate s goodwill,neutral
1416,trading in the new shares which have right to dividends and other distributions of funds will start on the exchange in helsinki tomorrow,neutral
1417,unc charlotte would also deploy connector to enable secure application connectivity,neutral
1418,has generated four consecutive quarters of positive free cash flow,positive
1419,has generated seventeen consecutive quarters of positive cash flow from operations,positive
1420,has generated consecutive quarters of positive,positive
1421,produces magazine papers and newsprint as well as fine and specialty papers converting materials and wood products,neutral
1422,wayne brands senior brand manager said we have launched this as we want to give something back to the community,neutral
1423,combined with devices enhances productivity enabling workers to use a single device to perform voice scanning and keyboard functions,positive
1424,we can choose the most efficient best overall value option for our customers already at the bidding stage,positive
1425,we make available the following market analyses cement cement poland cement belgium these analyses give a clear overview of the actual situation and future outlook of the cement industry in some european countries,neutral
1426,we make available the following market analyses cement pakistan cement malaysia cement taiwan cement philippines these analyses give a clear overview of the actual situation and future outlook of the cement industry in some asian countries,neutral
1427,we serve a broad range of customers including construction and process industries shipyards the public sector and households,neutral
1428,we went to the market with yield guidance of the area which gave us the flexibility to go up or down by th,neutral
1429,who is currently the chief operating officer at siemens networks will join on january and take over as effective february,neutral
1430,when new types of network elements are added to the network the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system,neutral
1431,when open next year it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat,positive
1432,via the plant the belgian company will feed mw of electricity into the distribution grid and will be able to deliver up to mw of heat,neutral
1433,viking line head jan told that his company s ferries were well equipped to handle ice and that all the passengers were safe,positive
1434,suomi also provides nitrogen chemicals and technical nitrates to various sectors of industry as well as products used in environmental protection,neutral
1435,a flurry analytics spokesperson said that as it was only measuring windows phone data for some weeks the firm the data to make sure the per cent rise was not an aberration,neutral
1436,net sales of finnish learning literature of finnish media group decreased by in totalling mn down from mn in the corresponding period in,negative
1437,morgan expects that scala will lower nobel s growth forecast for from the current guidance of pct as well as the operating margin target from the current pct,negative
1438,furthermore sales of new passenger cars and light commercial vehicles in the country declined by last month,negative
1439,profitability was compared to in q,negative
1440,several large stocks tacked lower however,negative
1441,the company booked new orders worth compared with in the same period a year ago,positive
1442,sales of beer decreased by,negative
1443,s underlying results however included in positive hence the adjusted underlying actually amounts to clearly below expectations analysts said,negative
1444,has repaid its interest bearing liability to standard chartered bank and will use the rest of the consideration to partially repay its interest bearing liabilities in finland and to improve its liquidity,positive
1445,head of corporate finance alexander said i am pleased that we have once again confirmed that is able to attract funds at attractive rates,positive
1446,under a memorandum of understanding mou the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation environmental protection and energy efficient technologies,positive
1447,we are honored to be acknowledged for our commitment to the industry especially in asia pacific,positive
1448,the seminar introduced modern clean technologies and products financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in vietnam,positive
1449,proving that good design is truly a work of art the for the provides a colorful canvas for the expression of sentiments,positive
1450,following last year s good profit development we have entered the current year in a good position,positive
1451,helsinki financial swung into profit in its first quarter earnings on improved sales especially in its fertilizer business in europe which is normally stronger during the first quarter,positive
1452,finnish lifting equipment maker said on october it won an order worth euro to deliver a total of custom designed elevators to norwegian shipbuilder aker yards asa,positive
1453,for the full the company expects its net sales and operating result to improve from the previous year saying that a positive operating result and its amount will depend on the order intake by the end of the summer,positive
1454,it will focus on improving its profitability next year by streamlining operations,positive
1455,md of praises the trend since the chains become stronger and their processes more clear,positive
1456,mr lee said he hoped that s move will pave the way for more collaboration projects between our two countries,positive
1457,the company will enhance the capability in the existing idea service areas and add more service areas to its network,positive
1458,the company will make its marketing and sales investments initiated in even more efficient in,positive
1459,the core of s investment strategy is proper value enhancing asset management of the current holdings,positive
1460,the developers of that project predict that once it is completed in april will attract some million visitors annually,positive
1461,the technology will leverage s gps solutions by providing location based search technology a communities platform location relevant multimedia content and a new and powerful commercial model,positive
1462,the stock is trading above both its maps and the day map of is higher than the day map of a bullish indicator,positive
1463,with the measures corporation aims to ensure the competitiveness of the flexible packaging business in the long term,positive
1464,abb deutsche bank upgraded its recommendation on engineering group abb to buy from hold,positive
1465,i am very pleased and proud of our performance last year chief executive juha said in a statement,positive
1466,i m pleased to receive the nomination committee s request and confidence says jon,positive
1467,our design team has long admired s vivid patterns and colors,positive
1468,overall we re pleased with the startup curve and we re pleased with the quality of the paper spokeswoman patricia said tuesday,positive
1469,we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead,positive
1470,we are proud to welcome another distribution facility to north mississippi and the region known as the logistics center of the united states said gray executive director of,positive
1471,we are very pleased to be working with and to advance the progress of said juergen walter head of converged core siemens networks,positive
1472,a memorandum of understanding on cooperation between the finnish global chemical company and vietnam national chemicals group was signed on this occasion,positive
1473,also it is bringing in the right kind of people to upgrade its human resources,positive
1474,at the seminar a memorandum of understanding on cooperation was signed between the finnish company and vietnam national chemical corporation,positive
1475,by acquiring we can combine our strong knowhow with the expertise of a solid local company,positive
1476,said this facility marks another important step for in securing the financing necessary for our potash and other strategic projects,positive
1477,helsinki financial said it has won four orders in saudi arabia united arab emirates and qatar worth,positive
1478,adp news finnish handling systems provider hel announced on friday it won orders worth million m to deliver to jordan morocco and ireland,positive
1479,lynch analyst campbell morgan upgraded his recommendation on from neutral to buy in may,positive
1480,press release february at am has won two large minerals processing technology orders from do brasil brazil and from med bulgaria,positive
1481,said it won new orders worth during the quarter compared with a year earlier,positive
1482,president and says the positive signs are first and foremost emerging outside finland,positive
1483,said it has won an order worth around to supply several plywood production lines to mills operated by russian wood products company group,positive
1484,earned data management solutions competency with business intelligence specialization the acquisition of oy,positive
1485,press release february ibm finland has rewarded its most distinguished partner companies for,positive
1486,the brokerage said has seen a true turning point in european steel base prices with better pricing seen carrying through the second quarter of,positive
1487,the concept enables a commercially affordable way to manufacture coated glass for the solar industry,positive
1488,the goal is to secure the company s profitability and competitiveness,neutral
1489,the new policy was also aimed at making the companies more profitable and competitive,positive
1490,the purpose of this action is to ensure company s cost effectiveness this year and in the near future,positive
1491,this location makes the mall a convenient place to shop for consumers from three large residential areas nearby and,positive
1492,offers a good foundation and the required support services for implementing the update project says juha responsible for s web services,positive
1493,we are glad that our long cooperation with continues comments s area manager for baltic operations,positive
1494,lining stone sales were also good in the early autumn and order books are strong to the end of the year,positive
1495,this vessel order will help secure the competitiveness of its fleet both in terms of technology and pricing,positive
1496,december equipment maker siemens networks said today it won a contract to upgrade the radio network of telecommunications company hel,positive
1497,finnish has been awarded an order for four hot metal ladle cranes by indian steel producer steel strips to be delivered in,positive
1498,finnish precision has won large glass batch plant and mortar plant orders from mexico and the us,positive
1499,pulp paper of finnish group has been awarded an order to renovate forest industry company s paperboard machine at the board mill in finland,positive
1500,combining the two producers will create a strong fertilizer industry capable of meeting global competition they added,positive
1501,finnish it solutions provider said today that it has won a frame contract valued at some to implement the next phase of its insurance application for south african mutual federal insurance company limited mf,positive
1502,helsinki said it has won an order for four hot metal ladle cranes from indian steel producer steel and strips,positive
1503,helsinki said its technology unit has won a contract from s dd to upgrade an anode plant,positive
1504,now accounts for about of poultry sales in finland and profitability is at a good level,positive
1505,however the result improved thanks to positive financial items,positive
1506,the agricultural machinery and grain trader and another member of the group boosted its sales by percent to million euros vat inclusive,positive
